SSPL,f,alpha,c,U_infinity,delta
127.9032788918444,800,0.0,0.3048,71.3,0.00266337
127.60184484610807,1000,0.0,0.3048,71.3,0.00266337
127.22553611790123,1250,0.0,0.3048,71.3,0.00266337
126.69585721318657,1600,0.0,0.3048,71.3,0.00266337
126.08214747797605,2000,0.0,0.3048,71.3,0.00266337
125.12209676826495,2500,0.0,0.3048,71.3,0.00266337
124.28145748530268,3150,0.0,0.3048,71.3,0.00266337
122.54956341293249,4000,0.0,0.3048,71.3,0.00266337
120.47667830787572,5000,0.0,0.3048,71.3,0.00266337
118.76026576392405,6300,0.0,0.3048,71.3,0.00266337
116.52519431555692,8000,0.0,0.3048,71.3,0.00266337
114.23850148495008,10000,0.0,0.3048,71.3,0.00266337
111.30420893255466,12500,0.0,0.3048,71.3,0.00266337
106.95906204289204,16000,0.0,0.3048,71.3,0.00266337
126.88709099664192,500,0.0,0.3048,55.5,0.00283081
126.67431650722801,630,0.0,0.3048,55.5,0.00283081
126.39672534069959,800,0.0,0.3048,55.5,0.00283081
126.07105205828333,1000,0.0,0.3048,55.5,0.00283081
125.9897868795417,1250,0.0,0.3048,55.5,0.00283081
125.39434951153426,1600,0.0,0.3048,55.5,0.00283081
124.40920284344983,2000,0.0,0.3048,55.5,0.00283081
123.46032529890168,2500,0.0,0.3048,55.5,0.00283081
122.2797919914458,3150,0.0,0.3048,55.5,0.00283081
120.77816177851437,4000,0.0,0.3048,55.5,0.00283081
119.35656017756023,5000,0.0,0.3048,55.5,0.00283081
117.50949697113384,6300,0.0,0.3048,55.5,0.00283081
116.4691958045361,8000,0.0,0.3048,55.5,0.00283081
112.55397513068185,10000,0.0,0.3048,55.5,0.00283081
110.71150182722297,12500,0.0,0.3048,55.5,0.00283081
127.46044659490603,200,0.0,0.3048,39.6,0.00310138
127.3647997458778,250,0.0,0.3048,39.6,0.00310138
127.24056528465171,315,0.0,0.3048,39.6,0.00310138
127.07829643631645,400,0.0,0.3048,39.6,0.00310138
126.88719235890946,500,0.0,0.3048,39.6,0.00310138
126.63680253894104,630,0.0,0.3048,39.6,0.00310138
126.30964749210712,800,0.0,0.3048,39.6,0.00310138
125.92533451577778,1000,0.0,0.3048,39.6,0.00310138
125.44619074690326,1250,0.0,0.3048,39.6,0.00310138
124.76347421823594,1600,0.0,0.3048,39.6,0.00310138
123.45295744459324,2000,0.0,0.3048,39.6,0.00310138
122.42594854155395,2500,0.0,0.3048,39.6,0.00310138
120.94950808735288,3150,0.0,0.3048,39.6,0.00310138
119.57284259778378,4000,0.0,0.3048,39.6,0.00310138
117.789,5000,0.0,0.3048,39.6,0.00310138
115.57529007449877,6300,0.0,0.3048,39.6,0.00310138
113.33667081576492,8000,0.0,0.3048,39.6,0.00310138
112.6201863287201,10000,0.0,0.3048,39.6,0.00310138
111.11866161244814,12500,0.0,0.3048,39.6,0.00310138
126.88795224519166,200,0.0,0.3048,31.7,0.00331266
126.79208971719758,250,0.0,0.3048,31.7,0.00331266
126.66760736569614,315,0.0,0.3048,31.7,0.00331266
126.50431679817399,400,0.0,0.3048,31.7,0.00331266
126.31179331123006,500,0.0,0.3048,31.7,0.00331266
126.06197272184484,630,0.0,0.3048,31.7,0.00331266
125.73570440827349,800,0.0,0.3048,31.7,0.00331266
125.34861955909619,1000,0.0,0.3048,31.7,0.00331266
124.63472584628676,1250,0.0,0.3048,31.7,0.00331266
123.95414101263871,1600,0.0,0.3048,31.7,0.00331266
123.17871341641273,2000,0.0,0.3048,31.7,0.00331266
122.14465914312237,2500,0.0,0.3048,31.7,0.00331266
120.83292132347509,3150,0.0,0.3048,31.7,0.00331266
119.03822725444634,4000,0.0,0.3048,31.7,0.00331266
117.23214094381211,5000,0.0,0.3048,31.7,0.00331266
114.71736039727806,6300,0.0,0.3048,31.7,0.00331266
111.42995085327374,8000,0.0,0.3048,31.7,0.00331266
109.40248546286406,10000,0.0,0.3048,31.7,0.00331266
127.8798013383588,800,1.5,0.3048,71.3,0.00336729
127.58167699323181,1000,1.5,0.3048,71.3,0.00336729
127.20363513059571,1250,1.5,0.3048,71.3,0.00336729
126.66432132825165,1600,1.5,0.3048,71.3,0.00336729
126.06055613968644,2000,1.5,0.3048,71.3,0.00336729
125.13603602039544,2500,1.5,0.3048,71.3,0.00336729
124.32272073967926,3150,1.5,0.3048,71.3,0.00336729
122.26603015575199,4000,1.5,0.3048,71.3,0.00336729
120.38283196808435,5000,1.5,0.3048,71.3,0.00336729
118.20570293575156,6300,1.5,0.3048,71.3,0.00336729
