file,RMSE,MSE,MAE
dirty-mean-5.csv,0.8713277034267888,0.759211966759002,0.14781894736842105
dirty-mean-10.csv,1.2738567859500969,1.622711111111111,0.32120000000000004
dirty-mean-15.csv,1.5774522843314664,2.488355709342562,0.48047529411764706
dirty-mean-20.csv,1.9263855403319463,3.710961250000005,0.6715399999999999
dirty-mean-25.csv,2.0343756891106533,4.138684444444446,0.8253866666666643
dirty-mean-30.csv,2.1416425129001375,4.586632653061216,0.9238057142857142
dirty-mean-35.csv,2.5941201607257933,6.729459408284015,1.1625600000000043
dirty-mean-40.csv,2.6833668734963894,7.200457777777787,1.3446233333333293
dirty-mean-45.csv,2.842677500509128,8.080815371900824,1.5131272727272653
dirty-mean-50.csv,2.8275017241374045,7.994765999999995,1.61479199999999
dirty-mean-55.csv,3.0140406823013985,9.08444123456788,1.7535377777777779
dirty-mean-60.csv,3.1699792980396593,10.04876875000001,1.9557949999999913
dirty-mean-65.csv,3.236236980803227,10.473229795918387,2.0519485714285715
dirty-mean-70.csv,3.3107038526573183,10.960760000000011,2.203800000000006
dirty-mean-75.csv,3.511213465456064,12.328619999999981,2.4010800000000008
dirty-mean-80.csv,3.662920965568324,13.416989999999982,2.5880299999999803
dirty-mean-85.csv,3.7785770396333622,14.277644444444425,2.7283999999999784
dirty-mean-90.csv,3.8544299189374276,14.856629999999983,2.8843999999999737
dirty-mean-95.csv,4.0994341072884675,16.805359999999993,3.0238399999999865
dirty-median-5.csv,0.9176055797563569,0.842,0.158
dirty-median-10.csv,1.3091982279242513,1.714,0.316
dirty-median-15.csv,1.614930339054908,2.608,0.47
dirty-median-20.csv,1.9879637823662684,3.952,0.678
dirty-median-25.csv,2.099047402990223,4.406,0.814
dirty-median-30.csv,2.2190087877248255,4.924,0.93
dirty-median-35.csv,2.681044572550035,7.188,1.178
dirty-median-40.csv,2.7245183060497133,7.423,1.301
dirty-median-45.csv,2.9036184322324448,8.431,1.487
dirty-median-50.csv,2.868623363217974,8.229,1.573
dirty-median-55.csv,3.0787984669347876,9.479,1.719
dirty-median-60.csv,3.159905061864992,9.985,1.931
dirty-median-65.csv,3.3209938271547568,11.029,2.043
dirty-median-70.csv,3.3920495279402982,11.506,2.178
dirty-median-75.csv,3.587617593891523,12.871,2.371
