SSPL,f,alpha,c,U_infinity,delta
124.0,800,0.0,0.3048,71.3,0.00266337
124.0,1000,0.0,0.3048,71.3,0.00266337
124.0,1250,0.0,0.3048,71.3,0.00266337
122.0,1600,0.0,0.3048,71.3,0.00266337
124.0,2000,0.0,0.3048,71.3,0.00266337
124.0,2500,0.0,0.3048,71.3,0.00266337
124.0,3150,0.0,0.3048,71.3,0.00266337
124.0,4000,0.0,0.3048,71.3,0.00266337
123.0,5000,0.0,0.3048,71.3,0.00266337
124.0,6300,0.0,0.3048,71.3,0.00266337
124.0,8000,0.0,0.3048,71.3,0.00266337
124.0,10000,0.0,0.3048,71.3,0.00266337
124.0,12500,0.0,0.3048,71.3,0.00266337
124.0,16000,0.0,0.3048,71.3,0.00266337
126.416,500,0.0,0.3048,55.5,0.00283081
124.0,630,0.0,0.3048,55.5,0.00283081
124.0,800,0.0,0.3048,55.5,0.00283081
126.966,1000,0.0,0.3048,55.5,0.00283081
124.0,1250,0.0,0.3048,55.5,0.00283081
124.0,1600,0.0,0.3048,55.5,0.00283081
124.0,2000,0.0,0.3048,55.5,0.00283081
123.0,2500,0.0,0.3048,55.5,0.00283081
124.0,3150,0.0,0.3048,55.5,0.00283081
123.0,4000,0.0,0.3048,55.5,0.00283081
123.0,5000,0.0,0.3048,55.5,0.00283081
123.0,6300,0.0,0.3048,55.5,0.00283081
124.0,8000,0.0,0.3048,55.5,0.00283081
124.0,10000,0.0,0.3048,55.5,0.00283081
123.0,12500,0.0,0.3048,55.5,0.00283081
124.0,200,0.0,0.3048,39.6,0.00310138
124.0,250,0.0,0.3048,39.6,0.00310138
124.0,315,0.0,0.3048,39.6,0.00310138
124.0,400,0.0,0.3048,39.6,0.00310138
124.0,500,0.0,0.3048,39.6,0.00310138
124.0,630,0.0,0.3048,39.6,0.00310138
129.099,800,0.0,0.3048,39.6,0.00310138
122.0,1000,0.0,0.3048,39.6,0.00310138
123.0,1250,0.0,0.3048,39.6,0.00310138
124.0,1600,0.0,0.3048,39.6,0.00310138
123.689,2000,0.0,0.3048,39.6,0.00310138
124.0,2500,0.0,0.3048,39.6,0.00310138
124.0,3150,0.0,0.3048,39.6,0.00310138
124.0,4000,0.0,0.3048,39.6,0.00310138
123.0,5000,0.0,0.3048,39.6,0.00310138
122.0,6300,0.0,0.3048,39.6,0.00310138
124.0,8000,0.0,0.3048,39.6,0.00310138
124.0,10000,0.0,0.3048,39.6,0.00310138
124.0,12500,0.0,0.3048,39.6,0.00310138
124.0,200,0.0,0.3048,31.7,0.00331266
124.0,250,0.0,0.3048,31.7,0.00331266
123.0,315,0.0,0.3048,31.7,0.00331266
125.045,400,0.0,0.3048,31.7,0.00331266
127.315,500,0.0,0.3048,31.7,0.00331266
123.0,630,0.0,0.3048,31.7,0.00331266
124.0,800,0.0,0.3048,31.7,0.00331266
