Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,0.0029261724659606658,0.7000075396600808,0.9991670086913551
0.72,0.002763068283802149,0.7200061931984384,0.9992572133530223
0.74,0.002604264211902869,0.7400044623346075,0.9993400867261567
0.76,0.0024489602297494808,0.7600039924406886,0.999416404022765
0.78,0.0022963563168286365,0.7800052803868004,0.9994868363416418
0.8,0.0021456524526269906,0.8000038605165725,0.9995519552858324
0.82,0.0019959486140670273,0.819998695449658,0.9996122752155496
0.84,0.0018461447729428962,0.8399988510183053,0.9996682768501268
0.86,0.0016950408984845768,0.8599994694646462,0.9997203458038832
0.88,0.0015410369496653763,0.8800044131997812,0.9997688461505726
0.9,0.00138203287263776,0.9000091197971751,0.9998140812792123
0.92,0.0012149285879125107,0.9200077806760344,0.9998563199891402
0.94,0.0010345239621528757,0.9400038609265801,0.9998958207729862
0.96,0.000830718736377856,0.9600080628279027,0.9999328248087885
0.98,0.0005778122515961949,0.9800075059378941,0.9999675011378025
