PE,AT,V,AP,RH
463.26,14.96,41.76,1024.07,73.17
441.8266,25.18,62.96,1020.04,59.08
488.56,5.11,39.4,1012.16,92.14
446.48,20.86,57.32,1010.24,76.64
471.81739999999985,10.82,37.5,1009.23,96.62
443.17979999999983,26.27,59.44,1012.23,58.77
463.2294000000002,15.89,43.96,1014.02,75.24
478.42,9.48,44.71,1019.12,66.43
475.98,14.64,45.0,1021.78,41.25
473.7607999999998,11.74,43.56,1015.14,70.72
460.209,17.99,43.72,1008.64,75.04
453.99,20.14,46.93,1014.66,64.22
439.58660000000003,24.34,73.5,1011.31,84.15
451.28,25.71,58.59,1012.77,61.83
433.99,26.19,69.34,1009.48,87.59
462.19,21.42,43.79,1015.76,43.08
462.2917999999999,18.21,45.0,1022.86,48.84
475.5388000000001,11.04,41.74,1022.6,77.51
459.85,14.45,52.75,1023.97,63.59
464.3,13.97,38.47,1015.15,55.28
468.27,17.76,42.42,1009.09,66.26
495.24,5.41,40.07,1019.16,64.77
483.8,7.76,42.28,1008.52,83.31
441.70159999999987,27.23,63.9,1014.3,47.19
436.06,27.36,48.6,1003.18,54.93
433.29920000000016,27.47,70.72,1009.97,74.62
466.212,14.6,39.31,1011.11,72.52
478.32619999999986,7.91,39.96,1023.57,88.44
484.41,5.81,35.79,1012.14,92.28
436.4118000000001,30.53,65.18,1012.69,41.85
447.7794,23.87,63.94,1019.02,44.28
442.68559999999985,26.09,58.41,1013.64,64.58
434.3288000000002,29.27,66.85,1011.11,63.25
433.9696,27.38,74.16,1010.08,78.61
444.26,24.81,63.94,1018.76,44.51
465.86,12.75,44.03,1007.29,89.46
444.37,24.66,63.73,1011.4,74.52
459.69419999999997,16.38,47.45,1010.08,88.86
468.1419999999999,13.91,39.35,1014.69,75.51
448.86,23.18,51.3,1012.04,78.64
447.14,22.47,47.45,1007.62,76.65
469.18,13.39,44.85,1017.24,80.44
478.52819999999986,9.28,41.54,1018.33,79.89
469.56819999999993,11.82,42.86,1014.12,88.28
475.26600000000013,10.27,40.64,1020.63,84.6
448.3287999999999,22.92,63.94,1019.28,42.69
461.33,16.0,37.87,1020.24,78.41
455.2048000000002,21.22,43.43,1010.96,61.07
473.45219999999995,13.46,44.71,1014.51,50.0
473.05,9.39,40.11,1029.14,77.29
432.06,31.07,73.5,1010.58,43.66
467.41,12.82,38.62,1018.71,83.8
432.82619999999986,32.57,78.92,1011.6,66.47
473.62,8.11,42.18,1014.82,93.09
466.2149999999998,13.92,39.39,1012.94,80.52
442.99,23.04,59.43,1010.23,68.99
442.77,27.31,64.44,1014.65,57.27
482.2091999999999,5.91,39.33,1010.18,95.53
447.46,25.26,61.08,1013.68,71.72
446.11,27.97,58.84,1002.25,57.88
442.2562,26.08,52.3,1007.03,63.34
446.22,29.01,65.71,1013.61,48.07
471.49,12.18,40.1,1016.67,91.87
463.5,13.76,45.87,1008.89,87.27
442.87659999999994,25.5,58.79,1016.02,64.4
441.03,28.26,65.34,1014.56,43.4
452.68,21.39,62.96,1019.49,72.24
479.1991999999998,7.26,40.69,1020.43,90.22
478.1077999999998,10.54,34.03,1018.71,74.0
433.4950000000001,27.71,74.34,998.14,71.85
441.1995999999999,23.11,68.3,1017.83,86.62
478.33719999999994,7.51,41.01,1024.61,97.41
433.74580000000003,26.46,74.67,1016.65,84.44
430.57,29.34,74.34,998.58,81.55
477.52540000000016,10.32,42.28,1008.82,75.66
445.4588,22.74,61.02,1009.56,79.41
471.589,13.48,39.85,1012.71,58.91
436.70380000000006,25.52,69.75,1010.36,90.06
446.1564,21.58,67.25,1017.39,79.0
436.64,27.66,76.86,1001.31,69.47
440.49300000000005,26.96,69.45,1013.89,51.47
468.75,12.29,42.18,1016.53,83.13
470.27780000000007,15.86,43.02,1012.18,40.33
465.48,13.87,45.08,1024.42,81.69
436.7583999999999,24.09,73.68,1014.93,94.55
441.83,20.45,69.45,1012.53,91.81
469.2032,15.07,39.3,1019.0,63.62
