PE,AT,V,AP,RH
467.5328,14.96,41.76,1024.07,73.17
442.1936,25.18,62.96,1020.04,59.08
484.6474000000002,5.11,39.4,1012.16,92.14
446.48,20.86,57.32,1010.24,76.64
473.9,10.82,37.5,1009.23,96.62
443.67,26.27,59.44,1012.23,58.77
462.8215999999998,15.89,43.96,1014.02,75.24
478.42,9.48,44.71,1019.12,66.43
473.74440000000027,14.64,45.0,1021.78,41.25
474.38560000000007,11.74,43.56,1015.14,70.72
458.7352,17.99,43.72,1008.64,75.04
455.8034000000001,20.14,46.93,1014.66,64.22
439.3409999999999,24.34,73.5,1011.31,84.15
441.7794,25.71,58.59,1012.77,61.83
436.80859999999996,26.19,69.34,1009.48,87.59
456.3464000000001,21.42,43.79,1015.76,43.08
462.2324,18.21,45.0,1022.86,48.84
477.6614000000002,11.04,41.74,1022.6,77.51
459.85,14.45,52.75,1023.97,63.59
471.34700000000004,13.97,38.47,1015.15,55.28
468.27,17.76,42.42,1009.09,66.26
495.24,5.41,40.07,1019.16,64.77
480.64319999999987,7.76,42.28,1008.52,83.31
443.61,27.23,63.9,1014.3,47.19
440.3657999999999,27.36,48.6,1003.18,54.93
443.25,27.47,70.72,1009.97,74.62
464.16,14.6,39.31,1011.11,72.52
480.2102000000001,7.91,39.96,1023.57,88.44
483.4306,5.81,35.79,1012.14,92.28
434.02740000000006,30.53,65.18,1012.69,41.85
448.0466,23.87,63.94,1019.02,44.28
440.85939999999994,26.09,58.41,1013.64,64.58
440.98,29.27,66.85,1011.11,63.25
436.65,27.38,74.16,1010.08,78.61
444.26,24.81,63.94,1018.76,44.51
465.86,12.75,44.03,1007.29,89.46
439.34920000000005,24.66,63.73,1011.4,74.52
458.698,16.38,47.45,1010.08,88.86
469.02,13.91,39.35,1014.69,75.51
448.86,23.18,51.3,1012.04,78.64
447.2896,22.47,47.45,1007.62,76.65
467.3998,13.39,44.85,1017.24,80.44
482.8,9.28,41.54,1018.33,79.89
468.7767999999999,11.82,42.86,1014.12,88.28
477.5244000000002,10.27,40.64,1020.63,84.6
449.6089999999999,22.92,63.94,1019.28,42.69
462.6825999999999,16.0,37.87,1020.24,78.41
452.34079999999994,21.22,43.43,1010.96,61.07
474.6,13.46,44.71,1014.51,50.0
480.05879999999985,9.39,40.11,1029.14,77.29
433.02759999999995,31.07,73.5,1010.58,43.66
467.46920000000006,12.82,38.62,1018.71,83.8
430.12,32.57,78.92,1011.6,66.47
479.88500000000005,8.11,42.18,1014.82,93.09
471.81,13.92,39.39,1012.94,80.52
447.2049999999999,23.04,59.43,1010.23,68.99
438.39419999999996,27.31,64.44,1014.65,57.27
491.49,5.91,39.33,1010.18,95.53
447.46,25.26,61.08,1013.68,71.72
437.9377999999999,27.97,58.84,1002.25,57.88
442.44,26.08,52.3,1007.03,63.34
437.3342,29.01,65.71,1013.61,48.07
471.49,12.18,40.1,1016.67,91.87
464.42920000000015,13.76,45.87,1008.89,87.27
442.1330000000001,25.5,58.79,1016.02,64.4
438.3704,28.26,65.34,1014.56,43.4
447.8093999999998,21.39,62.96,1019.49,72.24
482.12539999999996,7.26,40.69,1020.43,90.22
478.77,10.54,34.03,1018.71,74.0
433.37820000000005,27.71,74.34,998.14,71.85
442.3474,23.11,68.3,1017.83,86.62
477.61,7.51,41.01,1024.61,97.41
435.1998,26.46,74.67,1016.65,84.44
430.57,29.34,74.34,998.58,81.55
