PE,AT,V,AP,RH
467.1680000000001,14.96,41.76,1024.07,73.17
441.98859999999985,25.18,62.96,1020.04,59.08
488.56,5.11,39.4,1012.16,92.14
449.23260000000005,20.86,57.32,1010.24,76.64
473.65,10.82,37.5,1009.23,96.62
440.7285999999999,26.27,59.44,1012.23,58.77
462.68759999999975,15.89,43.96,1014.02,75.24
479.5554,9.48,44.71,1019.12,66.43
473.00879999999995,14.64,45.0,1021.78,41.25
472.9454,11.74,43.56,1015.14,70.72
457.13439999999986,17.99,43.72,1008.64,75.04
456.24379999999974,20.14,46.93,1014.66,64.22
438.0646,24.34,73.5,1011.31,84.15
451.28,25.71,58.59,1012.77,61.83
433.99,26.19,69.34,1009.48,87.59
462.19,21.42,43.79,1015.76,43.08
463.20179999999993,18.21,45.0,1022.86,48.84
477.2,11.04,41.74,1022.6,77.51
467.8411999999999,14.45,52.75,1023.97,63.59
471.3458000000001,13.97,38.47,1015.15,55.28
463.3230000000001,17.76,42.42,1009.09,66.26
489.5145999999999,5.41,40.07,1019.16,64.77
481.07620000000003,7.76,42.28,1008.52,83.31
443.61,27.23,63.9,1014.3,47.19
440.29239999999993,27.36,48.6,1003.18,54.93
443.25,27.47,70.72,1009.97,74.62
464.16,14.6,39.31,1011.11,72.52
475.52,7.91,39.96,1023.57,88.44
485.45439999999985,5.81,35.79,1012.14,92.28
437.89,30.53,65.18,1012.69,41.85
448.1488,23.87,63.94,1019.02,44.28
438.86,26.09,58.41,1013.64,64.58
433.79900000000004,29.27,66.85,1011.11,63.25
432.69620000000003,27.38,74.16,1010.08,78.61
444.26,24.81,63.94,1018.76,44.51
467.37380000000013,12.75,44.03,1007.29,89.46
441.22780000000006,24.66,63.73,1011.4,74.52
450.69,16.38,47.45,1010.08,88.86
469.02,13.91,39.35,1014.69,75.51
445.7658000000002,23.18,51.3,1012.04,78.64
449.1344,22.47,47.45,1007.62,76.65
466.43859999999995,13.39,44.85,1017.24,80.44
478.3097999999999,9.28,41.54,1018.33,79.89
476.7,11.82,42.86,1014.12,88.28
474.99,10.27,40.64,1020.63,84.6
450.4351999999999,22.92,63.94,1019.28,42.69
464.1638000000001,16.0,37.87,1020.24,78.41
454.1995999999999,21.22,43.43,1010.96,61.07
472.733,13.46,44.71,1014.51,50.0
473.05,9.39,40.11,1029.14,77.29
432.06,31.07,73.5,1010.58,43.66
470.1348,12.82,38.62,1018.71,83.8
431.56559999999996,32.57,78.92,1011.6,66.47
473.62,8.11,42.18,1014.82,93.09
471.81,13.92,39.39,1012.94,80.52
442.99,23.04,59.43,1010.23,68.99
437.1624,27.31,64.44,1014.65,57.27
483.9628000000002,5.91,39.33,1010.18,95.53
447.46,25.26,61.08,1013.68,71.72
446.11,27.97,58.84,1002.25,57.88
442.9724000000001,26.08,52.3,1007.03,63.34
446.22,29.01,65.71,1013.61,48.07
468.0294000000001,12.18,40.1,1016.67,91.87
465.2166,13.76,45.87,1008.89,87.27
440.01,25.5,58.79,1016.02,64.4
438.6056000000001,28.26,65.34,1014.56,43.4
448.5142000000001,21.39,62.96,1019.49,72.24
474.91,7.26,40.69,1020.43,90.22
478.1829999999999,10.54,34.03,1018.71,74.0
434.2,27.71,74.34,998.14,71.85
440.4497999999998,23.11,68.3,1017.83,86.62
479.77099999999984,7.51,41.01,1024.61,97.41
434.5663999999999,26.46,74.67,1016.65,84.44
431.2870000000001,29.34,74.34,998.58,81.55
477.5461999999997,10.32,42.28,1008.82,75.66
