PE,AT,V,AP,RH
463.26,14.96,41.76,1024.07,73.17
444.5094,25.18,62.96,1020.04,59.08
468.4569999999999,5.11,39.4,1012.16,92.14
449.67900000000014,20.86,57.32,1010.24,76.64
471.0383999999999,10.82,37.5,1009.23,96.62
443.9078,26.27,59.44,1012.23,58.77
461.3109999999999,15.89,43.96,1014.02,75.24
467.711,9.48,44.71,1019.12,66.43
466.6517999999999,14.64,45.0,1021.78,41.25
469.32119999999986,11.74,43.56,1015.14,70.72
455.5180000000001,17.99,43.72,1008.64,75.04
455.0296000000001,20.14,46.93,1014.66,64.22
439.1832,24.34,73.5,1011.31,84.15
442.05180000000007,25.71,58.59,1012.77,61.83
440.0611999999999,26.19,69.34,1009.48,87.59
453.233,21.42,43.79,1015.76,43.08
461.0987999999999,18.21,45.0,1022.86,48.84
468.0801999999999,11.04,41.74,1022.6,77.51
465.5369999999998,14.45,52.75,1023.97,63.59
468.17019999999997,13.97,38.47,1015.15,55.28
457.4552,17.76,42.42,1009.09,66.26
468.8313999999998,5.41,40.07,1019.16,64.77
468.19899999999984,7.76,42.28,1008.52,83.31
441.1358,27.23,63.9,1014.3,47.19
441.2989999999999,27.36,48.6,1003.18,54.93
439.2276000000001,27.47,70.72,1009.97,74.62
466.2055999999999,14.6,39.31,1011.11,72.52
467.25939999999986,7.91,39.96,1023.57,88.44
466.29659999999996,5.81,35.79,1012.14,92.28
440.3491999999998,30.53,65.18,1012.69,41.85
446.39960000000013,23.87,63.94,1019.02,44.28
443.80459999999994,26.09,58.41,1013.64,64.58
440.5277999999999,29.27,66.85,1011.11,63.25
438.90219999999977,27.38,74.16,1010.08,78.61
446.9996,24.81,63.94,1018.76,44.51
465.6843999999998,12.75,44.03,1007.29,89.46
442.0615999999999,24.66,63.73,1011.4,74.52
458.38739999999996,16.38,47.45,1010.08,88.86
465.8,13.91,39.35,1014.69,75.51
445.7793999999999,23.18,51.3,1012.04,78.64
447.76120000000003,22.47,47.45,1007.62,76.65
468.82919999999984,13.39,44.85,1017.24,80.44
468.53719999999987,9.28,41.54,1018.33,79.89
468.8781999999999,11.82,42.86,1014.12,88.28
474.99,10.27,40.64,1020.63,84.6
449.16940000000017,22.92,63.94,1019.28,42.69
463.9889999999999,16.0,37.87,1020.24,78.41
450.6776000000001,21.22,43.43,1010.96,61.07
469.8927999999998,13.46,44.71,1014.51,50.0
468.8979999999998,9.39,40.11,1029.14,77.29
438.07879999999983,31.07,73.5,1010.58,43.66
466.89920000000006,12.82,38.62,1018.71,83.8
439.1068,32.57,78.92,1011.6,66.47
470.0821999999999,8.11,42.18,1014.82,93.09
466.39219999999995,13.92,39.39,1012.94,80.52
446.61360000000013,23.04,59.43,1010.23,68.99
441.6146,27.31,64.44,1014.65,57.27
470.34139999999985,5.91,39.33,1010.18,95.53
447.46,25.26,61.08,1013.68,71.72
439.32380000000006,27.97,58.84,1002.25,57.88
443.6576,26.08,52.3,1007.03,63.34
439.41720000000004,29.01,65.71,1013.61,48.07
469.31399999999996,12.18,40.1,1016.67,91.87
462.0428,13.76,45.87,1008.89,87.27
445.1876,25.5,58.79,1016.02,64.4
440.07579999999996,28.26,65.34,1014.56,43.4
452.68,21.39,62.96,1019.49,72.24
469.41239999999993,7.26,40.69,1020.43,90.22
465.8945999999999,10.54,34.03,1018.71,74.0
441.29859999999985,27.71,74.34,998.14,71.85
444.9056,23.11,68.3,1017.83,86.62
470.86779999999993,7.51,41.01,1024.61,97.41
440.34459999999984,26.46,74.67,1016.65,84.44
439.8807999999998,29.34,74.34,998.58,81.55
466.4209999999998,10.32,42.28,1008.82,75.66
447.3039999999999,22.74,61.02,1009.56,79.41
468.09039999999993,13.48,39.85,1012.71,58.91
441.08579999999995,25.52,69.75,1010.36,90.06
446.67199999999997,21.58,67.25,1017.39,79.0
440.1157999999999,27.66,76.86,1001.31,69.47
440.06059999999997,26.96,69.45,1013.89,51.47
466.0946,12.29,42.18,1016.53,83.13
465.9437999999999,15.86,43.02,1012.18,40.33
466.48699999999997,13.87,45.08,1024.42,81.69
441.2638000000002,24.09,73.68,1014.93,94.55
446.63539999999995,20.45,69.45,1012.53,91.81
465.7599999999999,15.07,39.3,1019.0,63.62
439.4289999999999,32.72,69.75,1009.6,49.35
454.4082000000001,18.23,58.96,1015.55,69.61
439.9145999999998,35.56,68.94,1006.56,38.75
453.13680000000005,18.36,51.43,1010.57,90.17
438.62939999999986,26.35,64.05,1009.81,81.24
443.20279999999985,25.92,60.95,1014.62,48.46
471.6515999999999,8.01,41.66,1014.49,76.72
456.9738,19.63,52.72,1025.09,51.16
449.12779999999987,20.02,67.32,1012.05,76.34
468.38699999999994,10.08,40.72,1022.7,67.3
439.39279999999985,27.23,66.48,1005.23,52.38
444.3824000000001,23.37,63.77,1013.42,76.44
453.11240000000004,18.74,59.21,1018.3,91.55
469.18059999999997,14.81,43.69,1017.19,71.9
448.11840000000007,23.1,51.3,1011.93,80.05
470.1099999999999,10.72,41.38,1021.6,63.77
439.6438,29.46,71.94,1006.96,62.26
468.2392,8.1,40.64,1020.66,89.04
440.57480000000004,27.29,62.66,1007.63,58.02
455.57759999999985,17.1,49.69,1005.53,81.82
469.6603999999998,11.49,44.2,1018.79,91.14
441.6192,23.69,65.59,1010.85,88.92
468.31799999999987,13.51,40.89,1011.03,84.83
469.5026,9.64,39.35,1015.1,91.76
441.3123999999999,25.65,78.92,1010.83,86.56
450.1538,21.59,61.87,1011.18,57.21
438.5698,27.98,58.33,1013.92,54.25
457.29479999999995,18.8,39.72,1001.24,63.8
458.07700000000006,18.28,44.71,1016.99,33.71
469.74399999999986,13.55,43.48,1016.08,67.25
449.6078,22.99,46.21,1010.71,60.11
445.75360000000006,23.94,59.39,1014.32,74.55
468.6718,13.74,34.03,1018.69,67.34
453.62180000000006,21.3,41.1,1001.86,42.75
440.18939999999986,27.54,66.93,1017.06,55.2
440.214,24.81,63.73,1009.34,83.61
470.2201999999998,4.97,42.85,1014.02,88.78
456.63439999999986,15.22,50.88,1014.19,100.12
446.7858000000001,23.88,54.2,1012.81,64.52
439.62719999999996,33.01,68.67,1005.2,51.41
