SSPL,f,alpha,c,U_infinity,delta
126.201,800,0.0,0.3048,71.3,0.00266337
124.91385147717688,1000,0.0,0.3048,71.3,0.00266337
124.88716238047466,1250,0.0,0.3048,71.3,0.00266337
124.84979764509167,1600,0.0,0.3048,71.3,0.00266337
127.461,2000,0.0,0.3048,71.3,0.00266337
124.75371689696381,2500,0.0,0.3048,71.3,0.00266337
125.201,3150,0.0,0.3048,71.3,0.00266337
123.061,4000,0.0,0.3048,71.3,0.00266337
121.301,5000,0.0,0.3048,71.3,0.00266337
119.541,6300,0.0,0.3048,71.3,0.00266337
117.151,8000,0.0,0.3048,71.3,0.00266337
123.95304399589845,10000,0.0,0.3048,71.3,0.00266337
123.68615302887665,12500,0.0,0.3048,71.3,0.00266337
123.31250567504618,16000,0.0,0.3048,71.3,0.00266337
126.416,500,0.0,0.3048,55.5,0.00283081
127.696,630,0.0,0.3048,55.5,0.00283081
124.80769801837553,800,0.0,0.3048,55.5,0.00283081
124.78634674101379,1000,0.0,0.3048,55.5,0.00283081
126.086,1250,0.0,0.3048,55.5,0.00283081
124.72229290892855,1600,0.0,0.3048,55.5,0.00283081
124.67959035420506,2000,0.0,0.3048,55.5,0.00283081
124.106,2500,0.0,0.3048,55.5,0.00283081
123.236,3150,0.0,0.3048,55.5,0.00283081
124.46607758058762,4000,0.0,0.3048,55.5,0.00283081
124.35932119377892,5000,0.0,0.3048,55.5,0.00283081
124.22053789092757,6300,0.0,0.3048,55.5,0.00283081
124.03905203335277,8000,0.0,0.3048,55.5,0.00283081
113.076,10000,0.0,0.3048,55.5,0.00283081
123.55864829271356,12500,0.0,0.3048,55.5,0.00283081
118.129,200,0.0,0.3048,39.6,0.00310138
119.319,250,0.0,0.3048,39.6,0.00310138
124.72966071808128,315,0.0,0.3048,39.6,0.00310138
124.809,400,0.0,0.3048,39.6,0.00310138
126.959,500,0.0,0.3048,39.6,0.00310138
124.69603245623655,630,0.0,0.3048,39.6,0.00310138
124.67788387047908,800,0.0,0.3048,39.6,0.00310138
127.899,1000,0.0,0.3048,39.6,0.00310138
125.499,1250,0.0,0.3048,39.6,0.00310138
124.5924787610321,1600,0.0,0.3048,39.6,0.00310138
124.5497762063086,2000,0.0,0.3048,39.6,0.00310138
124.49639801290424,2500,0.0,0.3048,39.6,0.00310138
120.319,3150,0.0,0.3048,39.6,0.00310138
119.229,4000,0.0,0.3048,39.6,0.00310138
124.22950704588244,5000,0.0,0.3048,39.6,0.00310138
124.0907237430311,6300,0.0,0.3048,39.6,0.00310138
123.90923788545629,8000,0.0,0.3048,39.6,0.00310138
