Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,0.04440319201596008,0.7000090314289693,0.9999916101556
0.72,0.04197032985164926,0.7200089339066087,0.9999925044340544
0.74,0.03959675798378992,0.740009555205082,0.9999933283512238
0.76,0.03727120635603178,0.7600094978183641,0.999994089079006
0.78,0.03498191490957455,0.7800094610742878,0.9999947929732305
0.8,0.03271663358316792,0.8000087536343574,0.9999954455671856
0.82,0.030461642308211544,0.8200090521102654,0.9999960518091957
0.84,0.02820150600753004,0.8400095816144666,0.9999966159989442
0.86,0.02591760458802294,0.8600094142188525,0.9999971419494679
0.88,0.02358592792963965,0.8800093589168141,0.9999976330980653
0.9,0.02117389086945435,0.9000087872789226,0.9999980924778736
0.92,0.018632983164915826,0.920008757653302,0.9999985228432617
0.94,0.015883334416672085,0.9400097444819069,0.9999989266579599
0.96,0.012771083855419276,0.9600088672629699,0.9999993060913516
0.98,0.008896634483172416,0.9800099933926606,0.9999996632649999
