Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,4684.486844868448,0.7000063498907246,0.4809751024258311
0.72,4425.184251842518,0.720006800766868,0.48559917132675706
0.74,4172.4817248172485,0.7400092951405332,0.4899943669032988
0.76,3925.229252292523,0.7600067774153675,0.4941744834607783
0.78,3682.0768207682077,0.7800066660229061,0.4981556027356838
0.8,3441.7244172441724,0.8000073468160517,0.5019511482022442
0.82,3202.722027220272,0.8200094966412751,0.5055744440273329
0.84,2963.4696346963474,0.8400092138051898,0.5090376195196795
0.86,2721.9672196721967,0.860008386092632,0.5123536883545032
0.88,2475.6647566475667,0.8800097035807662,0.5155359102701713
0.9,2221.212212122121,0.9000070102344258,0.5185969162547935
0.92,1953.459534595346,0.9200070115752881,0.5215532070670361
0.94,1664.0566405664058,0.9400097888553621,0.5244245089618652
0.96,1337.0033700337003,0.9600077908850281,0.527240331811465
0.98,1000.0,0.9770197978213189,0.5296397332813858
