date,OT,WEIGHTED_ILI,UNWEIGHTED_ILI,AGE_0_TO_4,AGE_5_TO_24,ILITOTAL,NUM_OF_PROVIDERS
2002/1/1 0:00,12304.262642182422,1.22262,1.16668,582,805,2060,754
2002/1/8 0:00,14461.643880126216,1.33344,1.2165,683,872,2267,785
2002/1/15 0:00,7411.217590415055,1.31929,1.13057,642,878,2176,831
2002/1/22 0:00,10484.294711470558,1.49484,1.25246,728,1045,2599,863
2002/1/29 0:00,12939.182425863044,1.47195,1.30237,823,1189,2907,909
2002/2/5 0:00,12117.057935357225,1.58094,1.40551,887,1272,3225,930
2002/2/12 0:00,19711.74352269228,1.49426,1.38437,851,1173,3097,923
2002/2/19 0:00,9553.255789506142,1.40569,1.32563,802,1166,2967,922
2002/2/26 0:00,11333.412641651783,1.6141,1.43475,834,978,2709,918
2002/3/5 0:00,8766.380877587033,1.45967,1.25433,857,1117,3049,937
2002/3/12 0:00,8407.442569978803,1.59896,1.25757,804,1179,2957,928
2002/3/19 0:00,15682.98435396192,2.16697,1.58017,951,1404,3416,908
2002/3/26 0:00,18927.129041513388,2.57842,1.98008,915,937,2857,865
2002/4/2 0:00,11604.673713544596,2.38636,1.90428,1028,1019,3260,879
2002/4/9 0:00,12728.416392810102,1.73621,1.5901,1068,1296,3729,926
2002/4/16 0:00,12563.581615420406,2.06296,1.81559,1154,1798,4204,902
2002/4/23 0:00,9723.53217553782,2.58113,2.41801,1373,2998,5696,927
2002/4/30 0:00,18499.622637431734,2.93909,2.86635,1411,4064,7079,884
2002/5/7 0:00,15680.718683732272,3.22539,3.16662,1606,4447,7782,889
2002/5/14 0:00,9572.77982710841,3.06982,3.0155,1568,4224,7649,903
2002/5/21 0:00,16607.607066603417,3.20044,2.9978,1694,3689,7228,871
2002/5/28 0:00,10927.82635380601,2.44888,2.31957,1336,2583,5606,857
2002/6/4 0:00,7223.553513422947,2.1344,1.94707,1015,2103,4450,839
2002/6/11 0:00,13316.134200810546,1.99866,1.72985,880,1669,3810,835
2002/6/18 0:00,14594.4088310747,1.93849,1.51837,737,1321,2987,795
2002/6/25 0:00,9187.297774835144,1.41293,1.22616,624,1016,2439,775
2002/7/2 0:00,14662.023005387813,1.23472,1.05433,506,846,2028,741
2002/7/9 0:00,10582.025064153044,1.20005,1.07108,569,799,2082,735
2002/7/16 0:00,17298.75997214674,0.910135,0.82612,440,539,1467,669
2002/7/23 0:00,10667.630768211668,0.932265,0.820505,429,508,1445,682
2002/7/30 0:00,8431.480424773925,0.692175,0.630846,275,444,1075,655
2002/8/6 0:00,9939.61888971273,0.669406,0.63935,215,471,1005,613
2002/8/13 0:00,12616.648182501734,0.727705,0.586609,248,283,836,547
2002/8/20 0:00,10150.64715816018,0.717701,0.773024,264,262,740,406
2002/8/27 0:00,8692.771138652119,0.789394,0.790743,213,205,641,393
2002/9/3 0:00,11019.245734698543,0.722129,0.711847,201,195,563,344
2002/9/10 0:00,12581.618051684425,0.591326,0.794637,198,187,620,341
2002/9/17 0:00,12575.067601830824,0.52307,0.586604,139,123,423,322
2002/9/24 0:00,17795.12239041883,0.450236,0.615982,122,124,441,322
2002/10/1 0:00,10508.830784509304,0.397421,0.491507,109,91,318,310
2002/10/8 0:00,12078.903582200703,0.448002,0.604341,137,141,441,308
2002/10/15 0:00,11685.575527123054,0.474767,0.524478,98,98,365,301
2002/10/22 0:00,16261.723906391819,0.453251,0.590692,112,139,420,302
2002/10/29 0:00,16757.240247971546,0.352158,0.505135,100,120,361,290
2002/11/5 0:00,12266.687989590844,0.525322,0.634271,136,125,443,295
2002/11/12 0:00,17726.667740963007,0.492991,0.610118,120,131,421,283
2002/11/19 0:00,11726.447223800013,0.542728,0.641227,159,144,450,277
2002/11/26 0:00,10523.767624662634,0.490347,0.661429,166,155,463,276
2002/12/3 0:00,19720.460384279937,0.735914,0.792681,177,182,519,271
2002/12/10 0:00,16721.104761791365,0.581771,0.639059,145,184,475,267
2002/12/17 0:00,19632.443660368863,0.654162,0.636732,136,183,461,264
2002/12/24 0:00,14888.728270800517,0.749504,0.747829,135,221,533,268
2002/12/31 0:00,254144.0,0.884021,0.960873,808,881,2442,830
2003/1/7 0:00,13709.185995110454,1.02773,1.04325,913,1132,2932,931
2003/1/14 0:00,12103.507865314112,1.28296,1.0545,878,1147,3031,974
2003/1/21 0:00,9784.004579365015,1.32661,1.11231,1006,1369,3475,1007
2003/1/28 0:00,10207.176275885411,1.77304,1.41274,1207,2080,4690,1074
2003/2/4 0:00,14343.505336184131,2.43814,1.72703,1542,2735,5790,1111
2003/2/11 0:00,13952.710820144415,2.72605,2.407,2185,4133,8385,1141
2003/2/18 0:00,5571.354077121685,3.73192,3.10962,2561,5684,11141,1129
2003/2/25 0:00,272576.0,4.54894,4.30779,3247,4933,11742,1118
2003/3/4 0:00,13733.957857940242,5.39906,4.8303,4734,7817,18948,1189
2003/3/11 0:00,15343.529469064848,7.38735,6.42905,6620,11550,24962,1173
2003/3/18 0:00,17085.90819384085,7.48097,6.86734,6434,9851,23699,1148
2003/3/25 0:00,11877.195092466574,7.62797,7.06496,5336,5231,16415,1122
2003/4/1 0:00,16095.424978302397,5.14051,4.55115,3391,2894,11332,1139
2003/4/8 0:00,19902.16529319754,2.89129,2.41833,1930,2299,7602,1160
2003/4/15 0:00,17117.22375099684,2.10429,1.80906,1679,1857,5583,1141
2003/4/22 0:00,5789.2889627738305,1.88696,1.71202,1721,1604,4961,1084
2003/4/29 0:00,13897.92078472265,1.7766,1.5425,1487,1543,4436,1071
2003/5/6 0:00,12876.735005206834,1.46001,1.43787,1454,1448,4251,1054
2003/5/13 0:00,9095.558500891844,1.37787,1.32427,1420,1297,3824,986
2003/5/20 0:00,16093.734818757148,1.30532,1.30726,1301,1255,3691,1004
2003/5/27 0:00,12179.395262616543,1.08691,1.03698,956,1038,2916,948
2003/6/3 0:00,8924.407360609228,0.991888,1.01032,925,910,2744,894
2003/6/10 0:00,14687.334281131978,1.02765,1.05249,878,888,2708,897
2003/6/17 0:00,15953.98323657609,1.0579,1.02009,730,826,2487,849
2003/6/24 0:00,14448.746834829219,0.849361,0.924419,760,733,2300,859
2003/7/1 0:00,15579.883933067918,0.747127,0.790645,610,611,1858,828
2003/7/8 0:00,14821.15936795534,0.661708,0.80261,583,566,1705,774
2003/7/15 0:00,15639.884126193047,0.679514,0.83613,545,573,1749,755
2003/7/22 0:00,16642.70322441372,0.633071,0.792436,501,511,1615,679
2003/7/29 0:00,11816.270913371603,0.569894,0.683588,470,404,1331,658
2003/8/5 0:00,13502.832333076567,0.591357,0.757452,435,491,1394,629
2003/8/12 0:00,9126.995127601102,0.589044,0.788585,449,443,1327,599
2003/8/19 0:00,20225.83707468213,0.67864,0.812171,451,380,1262,553
2003/8/26 0:00,14159.682981735199,0.637558,0.804463,375,349,1070,463
2003/9/2 0:00,15287.069522206815,0.813309,0.877701,391,308,1061,452
2003/9/9 0:00,15313.363684985217,0.834551,0.741453,355,309,987,443
2003/9/16 0:00,9996.821119125472,0.616174,0.661022,307,240,851,426
2003/9/23 0:00,124037.0,0.513286,0.715109,277,284,887,423
2003/9/30 0:00,12065.396632999336,0.351881,0.562241,238,183,698,408
2003/10/7 0:00,15611.537722793371,0.542621,0.786808,233,205,710,381
2003/10/14 0:00,16403.161454662848,0.581036,0.860658,249,280,836,378
2003/10/21 0:00,10376.46954914981,0.495486,0.689944,259,200,659,370
2003/10/28 0:00,13759.42797996174,0.61209,0.779691,260,230,719,363
2003/11/4 0:00,11561.237330726204,0.531491,0.628144,213,235,733,345
2003/11/11 0:00,89644.0,0.519987,0.902459,243,256,809,334
2003/11/18 0:00,11681.25606964012,0.574476,0.806443,256,256,770,335
2003/11/25 0:00,6200.848732153527,0.663175,0.874888,259,265,799,333
2003/12/2 0:00,8082.968057151986,0.614691,0.993213,279,358,960,326
2003/12/9 0:00,15440.580944984651,0.656823,0.876141,281,309,913,337
2003/12/16 0:00,12083.400145173271,0.723016,0.948092,342,413,1122,341
2003/12/23 0:00,15264.547935077338,0.691857,0.926943,322,416,1089,336
2003/12/30 0:00,14578.700921173884,0.782758,0.971643,333,382,1116,364
2004/1/6 0:00,11635.464895595387,0.982275,0.897159,877,1256,3171,1176
2004/1/13 0:00,10356.418573413035,1.01821,1.02248,1071,1373,3631,1187
2004/1/20 0:00,13339.42918405578,1.1768,1.06296,1240,1534,4019,1267
2004/1/27 0:00,13295.768333305887,1.30121,1.14696,1190,1671,4369,1293
2004/2/3 0:00,12632.513313911224,1.27746,1.20495,1327,1718,4551,1302
2004/2/10 0:00,14659.372971905583,1.40387,1.30517,1497,1874,4969,1344
2004/2/17 0:00,14031.169625983457,1.40301,1.28699,1531,1874,4983,1336
2004/2/24 0:00,8426.287012326615,1.73975,1.59468,1490,1678,4713,1341
2004/3/2 0:00,15013.084959560028,1.56894,1.39714,1538,2059,5407,1369
2004/3/9 0:00,14553.194375353758,1.65927,1.44996,1551,2052,5428,1346
2004/3/16 0:00,8872.08763764419,1.81341,1.61745,1670,2071,5755,1379
2004/3/23 0:00,9349.11811958996,2.37626,2.19112,1856,1807,5689,1288
2004/3/30 0:00,15485.353098151461,2.77052,2.56649,2252,1993,7279,1332
2004/4/6 0:00,14985.058068851027,2.40064,2.17645,2010,2450,8041,1383
2004/4/13 0:00,16112.126519649188,2.54155,2.20171,2188,2982,8323,1342
2004/4/20 0:00,9514.63510297152,2.85871,2.53012,2199,3682,9328,1348
2004/4/27 0:00,11191.905983485407,3.55011,3.06524,2747,5364,12422,1334
2004/5/4 0:00,12265.484496421252,4.58591,3.98061,3086,7650,16192,1303
2004/5/11 0:00,11828.331939608583,5.05809,4.59568,3626,8854,19369,1324
2004/5/18 0:00,12850.800630153846,5.44151,4.75197,3834,8400,19931,1330
2004/5/25 0:00,11149.195990213819,4.4729,4.17962,3720,6759,16630,1280
2004/6/1 0:00,10572.107033269007,3.6752,3.45359,2997,5343,13234,1268
2004/6/8 0:00,11112.710001714218,3.3353,3.15852,2728,4494,11601,1227
2004/6/15 0:00,6665.6624521962285,2.76224,2.6732,2416,3513,9502,1185
2004/6/22 0:00,17412.86420429297,2.46844,2.35161,2145,2771,7900,1148
2004/6/29 0:00,10923.96820961949,2.00081,1.89243,1827,2133,6329,1103
2004/7/6 0:00,13866.841411513931,1.54319,1.5249,1422,1737,4816,1048
2004/7/13 0:00,16011.299940906682,1.50195,1.41134,1356,1603,4445,1000
2004/7/20 0:00,11563.14633460088,1.22918,1.25068,1096,1469,3825,978
2004/7/27 0:00,12697.426483628125,1.21854,1.20702,1117,1411,3646,971
