date,OT,WEIGHTED_ILI,UNWEIGHTED_ILI,AGE_0_TO_4,AGE_5_TO_24,ILITOTAL,NUM_OF_PROVIDERS
2002/1/1 0:00,44663.22680100045,1.22262,1.16668,582,805,2060,754
2002/1/8 0:00,47661.50588964197,1.33344,1.2165,683,872,2267,785
2002/1/15 0:00,42434.82424777172,1.31929,1.13057,642,878,2176,831
2002/1/22 0:00,30403.57418354021,1.49484,1.25246,728,1045,2599,863
2002/1/29 0:00,50349.89396910577,1.47195,1.30237,823,1189,2907,909
2002/2/5 0:00,27307.713777641853,1.58094,1.40551,887,1272,3225,930
2002/2/12 0:00,45706.6444959473,1.49426,1.38437,851,1173,3097,923
2002/2/19 0:00,51629.27356151346,1.40569,1.32563,802,1166,2967,922
2002/2/26 0:00,44283.225876688084,1.6141,1.43475,834,978,2709,918
2002/3/5 0:00,243078.0,1.45967,1.25433,857,1117,3049,937
2002/3/12 0:00,50814.5045972199,1.59896,1.25757,804,1179,2957,928
2002/3/19 0:00,49522.800730278504,2.16697,1.58017,951,1404,3416,908
2002/3/26 0:00,144287.0,2.57842,1.98008,915,937,2857,865
2002/4/2 0:00,171193.0,2.38636,1.90428,1028,1019,3260,879
2002/4/9 0:00,42793.277776969204,1.73621,1.5901,1068,1296,3729,926
2002/4/16 0:00,27548.837998890147,2.06296,1.81559,1154,1798,4204,902
2002/4/23 0:00,45094.293365427235,2.58113,2.41801,1373,2998,5696,927
2002/4/30 0:00,45390.42950637617,2.93909,2.86635,1411,4064,7079,884
2002/5/7 0:00,245751.0,3.22539,3.16662,1606,4447,7782,889
2002/5/14 0:00,46411.565609917925,3.06982,3.0155,1568,4224,7649,903
2002/5/21 0:00,27158.471316023515,3.20044,2.9978,1694,3689,7228,871
2002/5/28 0:00,34528.35041363706,2.44888,2.31957,1336,2583,5606,857
2002/6/4 0:00,58925.70691838068,2.1344,1.94707,1015,2103,4450,839
2002/6/11 0:00,46345.285530610665,1.99866,1.72985,880,1669,3810,835
2002/6/18 0:00,35123.16675770963,1.93849,1.51837,737,1321,2987,795
2002/6/25 0:00,35432.71476622691,1.41293,1.22616,624,1016,2439,775
2002/7/2 0:00,33494.13337626372,1.23472,1.05433,506,846,2028,741
2002/7/9 0:00,49040.83474334481,1.20005,1.07108,569,799,2082,735
2002/7/16 0:00,177577.0,0.910135,0.82612,440,539,1467,669
2002/7/23 0:00,176111.0,0.932265,0.820505,429,508,1445,682
2002/7/30 0:00,38899.650308626624,0.692175,0.630846,275,444,1075,655
2002/8/6 0:00,44413.2687602303,0.669406,0.63935,215,471,1005,613
2002/8/13 0:00,61144.785494792966,0.727705,0.586609,248,283,836,547
2002/8/20 0:00,45069.80658860582,0.717701,0.773024,264,262,740,406
2002/8/27 0:00,56182.93003081028,0.789394,0.790743,213,205,641,393
2002/9/3 0:00,79090.0,0.722129,0.711847,201,195,563,344
2002/9/10 0:00,78023.0,0.591326,0.794637,198,187,620,341
2002/9/17 0:00,28373.51495161605,0.52307,0.586604,139,123,423,322
2002/9/24 0:00,45659.776988089,0.450236,0.615982,122,124,441,322
2002/10/1 0:00,64699.0,0.397421,0.491507,109,91,318,310
2002/10/8 0:00,35409.08212574961,0.448002,0.604341,137,141,441,308
2002/10/15 0:00,48637.86696665264,0.474767,0.524478,98,98,365,301
2002/10/22 0:00,40863.82661204927,0.453251,0.590692,112,139,420,302
2002/10/29 0:00,41440.25917195622,0.352158,0.505135,100,120,361,290
2002/11/5 0:00,56341.29522278608,0.525322,0.634271,136,125,443,295
2002/11/12 0:00,31253.847415276403,0.492991,0.610118,120,131,421,283
2002/11/19 0:00,45511.46600714982,0.542728,0.641227,159,144,450,277
2002/11/26 0:00,70000.0,0.490347,0.661429,166,155,463,276
2002/12/3 0:00,36714.18605440853,0.735914,0.792681,177,182,519,271
2002/12/10 0:00,29925.115705290085,0.581771,0.639059,145,184,475,267
2002/12/17 0:00,60814.13088004489,0.654162,0.636732,136,183,461,264
2002/12/24 0:00,71273.0,0.749504,0.747829,135,221,533,268
2002/12/31 0:00,28886.4548769245,0.884021,0.960873,808,881,2442,830
2003/1/7 0:00,32999.83417692766,1.02773,1.04325,913,1132,2932,931
2003/1/14 0:00,43501.358080291204,1.28296,1.0545,878,1147,3031,974
2003/1/21 0:00,23312.017115262923,1.32661,1.11231,1006,1369,3475,1007
2003/1/28 0:00,52677.27124983701,1.77304,1.41274,1207,2080,4690,1074
2003/2/4 0:00,30259.135333785962,2.43814,1.72703,1542,2735,5790,1111
2003/2/11 0:00,33027.15778643267,2.72605,2.407,2185,4133,8385,1141
2003/2/18 0:00,35490.54974848552,3.73192,3.10962,2561,5684,11141,1129
2003/2/25 0:00,53234.621216135005,4.54894,4.30779,3247,4933,11742,1118
2003/3/4 0:00,50550.94208478507,5.39906,4.8303,4734,7817,18948,1189
2003/3/11 0:00,29212.444241875553,7.38735,6.42905,6620,11550,24962,1173
2003/3/18 0:00,32765.634789424552,7.48097,6.86734,6434,9851,23699,1148
2003/3/25 0:00,50441.769901156455,7.62797,7.06496,5336,5231,16415,1122
2003/4/1 0:00,43540.240956546324,5.14051,4.55115,3391,2894,11332,1139
2003/4/8 0:00,33896.292321074645,2.89129,2.41833,1930,2299,7602,1160
2003/4/15 0:00,57563.83728517285,2.10429,1.80906,1679,1857,5583,1141
2003/4/22 0:00,46512.28320630205,1.88696,1.71202,1721,1604,4961,1084
2003/4/29 0:00,39909.71833218635,1.7766,1.5425,1487,1543,4436,1071
2003/5/6 0:00,44222.06461795375,1.46001,1.43787,1454,1448,4251,1054
2003/5/13 0:00,51881.68358585274,1.37787,1.32427,1420,1297,3824,986
2003/5/20 0:00,50870.29465913559,1.30532,1.30726,1301,1255,3691,1004
2003/5/27 0:00,36773.148183858575,1.08691,1.03698,956,1038,2916,948
2003/6/3 0:00,22989.64335673798,0.991888,1.01032,925,910,2744,894
2003/6/10 0:00,32517.722480931505,1.02765,1.05249,878,888,2708,897
2003/6/17 0:00,43320.2463727583,1.0579,1.02009,730,826,2487,849
2003/6/24 0:00,38452.942355895546,0.849361,0.924419,760,733,2300,859
2003/7/1 0:00,35124.07810370902,0.747127,0.790645,610,611,1858,828
2003/7/8 0:00,212432.0,0.661708,0.80261,583,566,1705,774
2003/7/15 0:00,62576.94790980576,0.679514,0.83613,545,573,1749,755
2003/7/22 0:00,203802.0,0.633071,0.792436,501,511,1615,679
2003/7/29 0:00,194708.0,0.569894,0.683588,470,404,1331,658
2003/8/5 0:00,49332.007201604916,0.591357,0.757452,435,491,1394,629
2003/8/12 0:00,42144.57715132479,0.589044,0.788585,449,443,1327,599
2003/8/19 0:00,36919.306823109655,0.67864,0.812171,451,380,1262,553
2003/8/26 0:00,57765.42397365421,0.637558,0.804463,375,349,1070,463
2003/9/2 0:00,120884.0,0.813309,0.877701,391,308,1061,452
2003/9/9 0:00,133117.0,0.834551,0.741453,355,309,987,443
2003/9/16 0:00,36906.79445234811,0.616174,0.661022,307,240,851,426
2003/9/23 0:00,124037.0,0.513286,0.715109,277,284,887,423
2003/9/30 0:00,51475.93607509876,0.351881,0.562241,238,183,698,408
2003/10/7 0:00,46637.523551545535,0.542621,0.786808,233,205,710,381
2003/10/14 0:00,34680.795649949745,0.581036,0.860658,249,280,836,378
2003/10/21 0:00,34605.86339763379,0.495486,0.689944,259,200,659,370
2003/10/28 0:00,44575.95801901331,0.61209,0.779691,260,230,719,363
2003/11/4 0:00,36495.98602678335,0.531491,0.628144,213,235,733,345
2003/11/11 0:00,37401.70379446331,0.519987,0.902459,243,256,809,334
2003/11/18 0:00,60202.937559826874,0.574476,0.806443,256,256,770,335
2003/11/25 0:00,41574.8970535118,0.663175,0.874888,259,265,799,333
2003/12/2 0:00,46010.70323499283,0.614691,0.993213,279,358,960,326
2003/12/9 0:00,104207.0,0.656823,0.876141,281,309,913,337
2003/12/16 0:00,35109.870538967145,0.723016,0.948092,342,413,1122,341
2003/12/23 0:00,38666.64507750386,0.691857,0.926943,322,416,1089,336
2003/12/30 0:00,40362.14649686968,0.782758,0.971643,333,382,1116,364
2004/1/6 0:00,50482.47775773556,0.982275,0.897159,877,1256,3171,1176
2004/1/13 0:00,355116.0,1.01821,1.02248,1071,1373,3631,1187
2004/1/20 0:00,378094.0,1.1768,1.06296,1240,1534,4019,1267
2004/1/27 0:00,40995.113241084626,1.30121,1.14696,1190,1671,4369,1293
2004/2/3 0:00,377692.0,1.27746,1.20495,1327,1718,4551,1302
2004/2/10 0:00,37176.52387414891,1.40387,1.30517,1497,1874,4969,1344
2004/2/17 0:00,33420.255981081486,1.40301,1.28699,1531,1874,4983,1336
2004/2/24 0:00,42214.83318304606,1.73975,1.59468,1490,1678,4713,1341
2004/3/2 0:00,45642.63577688383,1.56894,1.39714,1538,2059,5407,1369
2004/3/9 0:00,44898.78767672725,1.65927,1.44996,1551,2052,5428,1346
2004/3/16 0:00,355806.0,1.81341,1.61745,1670,2071,5755,1379
2004/3/23 0:00,259639.0,2.37626,2.19112,1856,1807,5689,1288
2004/3/30 0:00,47227.700478135484,2.77052,2.56649,2252,1993,7279,1332
2004/4/6 0:00,39451.95189642047,2.40064,2.17645,2010,2450,8041,1383
2004/4/13 0:00,378024.0,2.54155,2.20171,2188,2982,8323,1342
2004/4/20 0:00,15514.189278090606,2.85871,2.53012,2199,3682,9328,1348
2004/4/27 0:00,405254.0,3.55011,3.06524,2747,5364,12422,1334
2004/5/4 0:00,406772.0,4.58591,3.98061,3086,7650,16192,1303
2004/5/11 0:00,30401.39060200998,5.05809,4.59568,3626,8854,19369,1324
2004/5/18 0:00,51491.23083072763,5.44151,4.75197,3834,8400,19931,1330
2004/5/25 0:00,35847.70261491868,4.4729,4.17962,3720,6759,16630,1280
2004/6/1 0:00,44882.324834513885,3.6752,3.45359,2997,5343,13234,1268
2004/6/8 0:00,367292.0,3.3353,3.15852,2728,4494,11601,1227
2004/6/15 0:00,355454.0,2.76224,2.6732,2416,3513,9502,1185
2004/6/22 0:00,58814.3502230003,2.46844,2.35161,2145,2771,7900,1148
2004/6/29 0:00,21562.081796126447,2.00081,1.89243,1827,2133,6329,1103
2004/7/6 0:00,37755.46767225278,1.54319,1.5249,1422,1737,4816,1048
2004/7/13 0:00,42697.68504434598,1.50195,1.41134,1356,1603,4445,1000
2004/7/20 0:00,42860.12951402291,1.22918,1.25068,1096,1469,3825,978
2004/7/27 0:00,32701.121001890086,1.21854,1.20702,1117,1411,3646,971
2004/8/3 0:00,277120.0,1.15832,1.07895,903,1136,2990,923
2004/8/10 0:00,263009.0,1.249,1.14521,979,1115,3012,878
2004/8/17 0:00,49826.87587100579,1.16888,1.06124,805,926,2531,825
2004/8/24 0:00,50316.486183950015,1.07888,1.0568,687,695,2056,687
2004/8/31 0:00,31184.420278186884,1.23059,1.25193,693,678,2099,637
2004/9/7 0:00,57891.55062255616,1.14747,1.01419,548,594,1744,603
2004/9/14 0:00,154899.0,1.00254,1.04197,573,507,1614,582
2004/9/21 0:00,170645.0,0.957569,0.954027,580,507,1628,587
2004/9/28 0:00,19542.74584439626,0.894837,0.84823,497,452,1359,550
2004/10/5 0:00,142302.0,0.798205,0.841872,426,390,1198,533
2004/10/12 0:00,34706.229692806206,0.757812,0.730894,389,361,1148,524
2004/10/19 0:00,64934.51528384033,0.825963,0.713432,333,364,1068,507
2004/10/26 0:00,29297.188660405547,0.744927,0.670677,328,327,990,492
2004/11/2 0:00,29923.011242919652,0.787049,0.689278,331,326,982,488
2004/11/9 0:00,40697.1524100462,0.684724,0.704929,319,350,1023,479
2004/11/16 0:00,50397.16071370713,0.747361,0.615903,330,326,928,480
2004/11/23 0:00,45581.102225573675,0.673974,0.609426,292,311,922,428
2004/11/30 0:00,151854.0,0.869662,0.680259,342,367,1033,420
