CR_Target,J_Target,CR_Actual,J_Actual
0.1,0.34151482392495375,0.10387984981226533,0.34151482392495375
0.1,0,0.10012515644555695,0.010327992188426297
0.2,0.4560302730524892,0.1964956195244055,0.4560302730524892
0.2,0,0.2002503128911139,0.014072621985133192
0.30000000000000004,0.4605901306286451,0.295369211514393,0.4605901306286451
0.30000000000000004,0,0.30037546933667086,0.017343822351067746
0.4,0.40202269935373336,0.3954943679599499,0.40202269935373336
0.4,0,0.4005006257822278,0.02122421519650015
0.5,0.2964200562724015,0.4956195244055069,0.2964200562724015
0.5,0,0.5006257822277848,0.023725527190819946
0.6,0.27228236713028664,0.5969962453066333,0.27228236713028664
0.6,0,0.6007509386733417,0.030660010620278844
0.7000000000000001,0.2093208356136874,0.6958698372966208,0.2093208356136874
0.7000000000000001,0,0.7008760951188986,0.03701980187942322
0.8,0.14743475723533617,0.7959949937421777,0.14743475723533617
0.8,0,0.8010012515644556,0.04498649613053185
0.9,0.11181894282587546,0.8973717146433041,0.11181894282587546
0.9,0,0.899874843554443,0.048436037082995834
