file_name,RMSE,MAE
dirty-mean-10.csv,1287.8543291064047,329.5902535007177
dirty-mean-30.csv,2229.193143473078,1036.139256483738
dirty-mean-50.csv,3178.474185420495,1785.6337950209431
dirty-mean-70.csv,3557.5399501835236,2420.090147640768
dirty-mean-90.csv,4129.723886287988,3129.9271105013004
dirty-median-10.csv,1291.4768695449056,323.50052607699996
dirty-median-30.csv,2213.28145006003,1013.1109978659999
dirty-median-50.csv,3189.08189701301,1763.999537771
dirty-median-70.csv,3627.0942708270627,2403.241283896
dirty-median-90.csv,4134.7396881509885,3122.3289051477
dirty-knn-10.csv,157.2924873313144,28.3618466908
dirty-knn-30.csv,239.00505106414147,69.11293117454001
dirty-knn-50.csv,576.3979759700936,161.12006592422
dirty-knn-70.csv,527.3015506326151,215.86339635806002
dirty-knn-90.csv,1395.2252253633608,443.7664510609
dirty-hdi-10.csv,115.93655309666163,24.427223426999998
dirty-hdi-30.csv,238.36192282460334,72.02268622
dirty-hdi-50.csv,447.607455603272,151.06383746570003
dirty-hdi-70.csv,497.7030241462988,220.15763232470002
dirty-hdi-90.csv,1044.51731183755,398.1192997307
dirty-mice-10.csv,163.32264368678858,29.96393179214
dirty-mice-30.csv,293.8379707450911,71.33465597992002
dirty-mice-50.csv,936.4424740023793,180.49559120625003
dirty-mice-70.csv,949.0273425293906,268.22412728128603
dirty-mice-90.csv,1691.48450881825,546.54778929566
dirty-iim-10.csv,157.0927536527547,32.22071879240431
dirty-iim-30.csv,421.02390782651185,111.8950942239426
dirty-iim-50.csv,590.7966912820989,186.8808497731512
dirty-iim-70.csv,803.2886675945022,295.2780450390633
dirty-iim-90.csv,893.6390053956699,373.7560922077597
dirty-si-10.csv,131.9814990255481,24.231792916195168
dirty-si-30.csv,276.1450831836575,80.75468001074869
dirty-si-50.csv,364.5529796209162,144.93973544215874
dirty-si-70.csv,513.0961413093704,226.96934238205847
dirty-si-90.csv,570.4937330391701,282.7456083973723
dirty-mfi-10.csv,1921.4402182726255,453.78691654654205
dirty-mfi-30.csv,3344.0271654504286,1376.003268174909
dirty-mfi-50.csv,4761.865827237006,2502.765695524181
dirty-mfi-70.csv,5549.781592168377,3563.504293668704
dirty-mfi-90.csv,6628.908974664011,4919.290560039703
dirty-rf-10.csv,147.9569937248528,23.54649063560003
dirty-rf-30.csv,219.5862032428461,63.212900997811985
dirty-rf-50.csv,412.09582014782836,133.47225899095298
dirty-rf-70.csv,455.7547763882807,200.78318670467817
dirty-rf-90.csv,1170.0208158700043,386.99892166212027
dirty-xgbi-10.csv,145.18863483170142,24.660722273171874
dirty-xgbi-30.csv,229.73511370570358,70.26572440069141
dirty-xgbi-50.csv,464.8553409698951,156.40728371476953
dirty-xgbi-70.csv,465.06856373080467,216.58982711934377
dirty-xgbi-90.csv,1025.7925949130718,387.32165202076095
dirty-gain-10.csv,2226.686923165558,528.701470797
dirty-gain-30.csv,2939.191306586203,1240.2434598300001
dirty-gain-50.csv,4223.460336245279,2288.041784443
dirty-gain-70.csv,5366.274416084817,3446.27563937
dirty-gain-90.csv,5426.535372220168,4007.1088163277
dirty-midae-10.csv,993.0679598190187,241.8610907336406
dirty-midae-30.csv,1724.1759391854905,746.0798909177188
dirty-midae-50.csv,2667.3322870331945,1436.7742431061563
dirty-midae-70.csv,2892.226677002637,1922.8624313081252
dirty-midae-90.csv,3992.7156779187435,3007.8645729452
