PE,AT,V,AP,RH
463.26,14.96,41.76,1024.07,73.17
445.892,25.18,62.96,1020.04,59.08
486.1240000000001,5.11,39.4,1012.16,92.14
448.148,20.86,57.32,1010.24,76.64
474.03000000000003,10.82,37.5,1009.23,96.62
443.67,26.27,59.44,1012.23,58.77
464.86199999999997,15.89,43.96,1014.02,75.24
481.038,9.48,44.71,1019.12,66.43
467.8540000000001,14.64,45.0,1021.78,41.25
468.834,11.74,43.56,1015.14,70.72
452.04200000000003,17.99,43.72,1008.64,75.04
453.98400000000004,20.14,46.93,1014.66,64.22
436.04799999999994,24.34,73.5,1011.31,84.15
451.28,25.71,58.59,1012.77,61.83
433.99,26.19,69.34,1009.48,87.59
462.19,21.42,43.79,1015.76,43.08
467.54,18.21,45.0,1022.86,48.84
477.2,11.04,41.74,1022.6,77.51
459.85,14.45,52.75,1023.97,63.59
472.084,13.97,38.47,1015.15,55.28
461.884,17.76,42.42,1009.09,66.26
495.24,5.41,40.07,1019.16,64.77
483.8,7.76,42.28,1008.52,83.31
442.646,27.23,63.9,1014.3,47.19
441.24800000000005,27.36,48.6,1003.18,54.93
431.846,27.47,70.72,1009.97,74.62
468.462,14.6,39.31,1011.11,72.52
475.52,7.91,39.96,1023.57,88.44
484.43600000000004,5.81,35.79,1012.14,92.28
440.76000000000005,30.53,65.18,1012.69,41.85
445.11,23.87,63.94,1019.02,44.28
444.038,26.09,58.41,1013.64,64.58
440.98,29.27,66.85,1011.11,63.25
433.918,27.38,74.16,1010.08,78.61
443.834,24.81,63.94,1018.76,44.51
465.43199999999996,12.75,44.03,1007.29,89.46
439.0400000000001,24.66,63.73,1011.4,74.52
450.69,16.38,47.45,1010.08,88.86
470.05999999999995,13.91,39.35,1014.69,75.51
448.23199999999997,23.18,51.3,1012.04,78.64
447.14,22.47,47.45,1007.62,76.65
469.18,13.39,44.85,1017.24,80.44
482.8,9.28,41.54,1018.33,79.89
476.04800000000006,11.82,42.86,1014.12,88.28
474.99,10.27,40.64,1020.63,84.6
443.834,22.92,63.94,1019.28,42.69
467.072,16.0,37.87,1020.24,78.41
448.77200000000005,21.22,43.43,1010.96,61.07
473.238,13.46,44.71,1014.51,50.0
482.392,9.39,40.11,1029.14,77.29
431.83000000000004,31.07,73.5,1010.58,43.66
476.2,12.82,38.62,1018.71,83.8
433.70199999999994,32.57,78.92,1011.6,66.47
476.87600000000003,8.11,42.18,1014.82,93.09
469.26000000000005,13.92,39.39,1012.94,80.52
442.6700000000001,23.04,59.43,1010.23,68.99
445.212,27.31,64.44,1014.65,57.27
478.98199999999997,5.91,39.33,1010.18,95.53
441.872,25.26,61.08,1013.68,71.72
441.442,27.97,58.84,1002.25,57.88
442.8280000000001,26.08,52.3,1007.03,63.34
446.22,29.01,65.71,1013.61,48.07
471.488,12.18,40.1,1016.67,91.87
464.8299999999999,13.76,45.87,1008.89,87.27
440.01,25.5,58.79,1016.02,64.4
443.834,28.26,65.34,1014.56,43.4
447.846,21.39,62.96,1019.49,72.24
477.4,7.26,40.69,1020.43,90.22
476.782,10.54,34.03,1018.71,74.0
433.6,27.71,74.34,998.14,71.85
439.49800000000005,23.11,68.3,1017.83,86.62
477.61,7.51,41.01,1024.61,97.41
434.46999999999997,26.46,74.67,1016.65,84.44
430.57,29.34,74.34,998.58,81.55
481.09,10.32,42.28,1008.82,75.66
439.96400000000006,22.74,61.02,1009.56,79.41
470.29200000000003,13.48,39.85,1012.71,58.91
435.12,25.52,69.75,1010.36,90.06
440.44000000000005,21.58,67.25,1017.39,79.0
431.916,27.66,76.86,1001.31,69.47
432.26599999999996,26.96,69.45,1013.89,51.47
471.72799999999995,12.29,42.18,1016.53,83.13
461.372,15.86,43.02,1012.18,40.33
467.674,13.87,45.08,1024.42,81.69
437.064,24.09,73.68,1014.93,94.55
437.06399999999996,20.45,69.45,1012.53,91.81
462.85200000000003,15.07,39.3,1019.0,63.62
430.12199999999996,32.72,69.75,1009.6,49.35
459.12,18.23,58.96,1015.55,69.61
435.15200000000004,35.56,68.94,1006.56,38.75
452.822,18.36,51.43,1010.57,90.17
438.88199999999995,26.35,64.05,1009.81,81.24
442.706,25.92,60.95,1014.62,48.46
478.052,8.01,41.66,1014.49,76.72
459.12,19.63,52.72,1025.09,51.16
443.004,20.02,67.32,1012.05,76.34
481.038,10.08,40.72,1022.7,67.3
437.942,27.23,66.48,1005.23,52.38
438.64000000000004,23.37,63.77,1013.42,76.44
450.4219999999999,18.74,59.21,1018.3,91.55
471.438,14.81,43.69,1017.19,71.9
448.23199999999997,23.1,51.3,1011.93,80.05
478.044,10.72,41.38,1021.6,63.77
432.28599999999994,29.46,71.94,1006.96,62.26
475.866,8.1,40.64,1020.66,89.04
441.442,27.29,62.66,1007.63,58.02
446.808,17.1,49.69,1005.53,81.82
470.696,11.49,44.2,1018.79,91.14
440.446,23.69,65.59,1010.85,88.92
471.99,13.51,40.89,1011.03,84.83
478.39399999999995,9.64,39.35,1015.1,91.76
434.78,25.65,78.92,1010.83,86.56
446.58,21.59,61.87,1011.18,57.21
437.76,27.98,58.33,1013.92,54.25
447.93600000000004,18.8,39.72,1001.24,63.8
457.828,18.28,44.71,1016.99,33.71
465.0580000000001,13.55,43.48,1016.08,67.25
444.36,22.99,46.21,1010.71,60.11
446.33599999999996,23.94,59.39,1014.32,74.55
470.49,13.74,34.03,1018.69,67.34
447.26800000000003,21.3,41.1,1001.86,42.75
450.22,27.54,66.93,1017.06,55.2
438.88199999999995,24.81,63.73,1009.34,83.61
483.07000000000005,4.97,42.85,1014.02,88.78
460.44,15.22,50.88,1014.19,100.12
444.97,23.88,54.2,1012.81,64.52
429.962,33.01,68.67,1005.2,51.41
434.11199999999997,25.98,73.18,1012.28,85.78
434.48,28.18,73.88,1005.89,75.41
445.524,21.67,60.84,1017.93,81.63
462.07000000000005,17.67,45.09,1014.26,51.92
451.33200000000005,21.37,57.76,1018.8,70.12
432.21,28.69,67.25,1017.71,53.83
457.66,16.61,43.77,1012.25,77.23
439.64400000000006,27.91,63.76,1010.27,65.67
450.8959999999999,20.97,47.43,1007.64,71.18
475.51,10.8,41.66,1013.79,81.96
442.64399999999995,20.61,62.91,1013.24,79.54
442.75,25.45,57.32,1011.7,47.09
432.66399999999993,30.16,69.34,1007.67,57.69
483.41399999999993,4.99,39.04,1020.45,78.89
474.77,10.51,44.78,1012.59,85.29
435.1,33.79,69.05,1001.62,40.13
451.5200000000001,21.34,59.8,1016.92,77.06
443.35600000000005,23.4,65.06,1014.32,67.38
426.56,32.21,68.14,1003.34,62.44
466.42600000000004,14.26,42.32,1016.0,77.43
442.258,27.71,66.93,1016.85,58.77
451.332,21.95,57.76,1018.02,67.72
445.78,25.76,63.94,1018.49,42.14
438.75,23.68,68.3,1017.93,84.16
482.2099999999999,8.28,40.77,1011.55,89.79
443.93600000000004,23.44,62.52,1016.46,67.21
449.678,25.32,48.41,1008.47,72.14
482.334,3.94,39.9,1008.06,97.49
455.75,17.3,57.76,1016.26,87.74
462.662,18.2,49.39,1018.83,96.3
449.41400000000004,21.43,46.97,1013.94,61.25
479.11,11.16,40.05,1014.95,88.38
434.12,30.38,74.16,1007.44,74.77
443.342,23.36,62.52,1016.18,68.18
447.06,21.69,47.45,1007.56,77.2
450.58000000000004,23.62,49.21,1014.1,49.54
445.21,21.87,61.45,1011.13,92.22
439.63800000000003,29.25,66.51,1015.53,33.65
450.93,20.03,66.86,1013.05,64.59
456.32,18.14,49.78,1002.95,100.09
443.046,24.23,56.89,1012.32,68.04
461.308,18.11,44.85,1014.48,48.94
480.80600000000004,6.57,43.65,1018.24,74.47
473.20799999999997,12.56,43.41,1016.93,81.02
472.966,13.4,41.58,1020.5,71.17
442.07199999999995,27.1,52.84,1006.28,53.85
467.22,14.28,42.74,1028.79,70.67
465.646,16.29,44.34,1019.49,59.36
430.898,31.24,71.98,1004.66,57.17
474.79799999999994,10.57,37.73,1024.36,70.29
468.408,13.8,44.21,1022.93,83.37
433.97,25.3,71.58,1010.18,87.36
450.53,18.06,50.16,1009.52,100.09
444.51,25.42,59.04,1011.98,68.78
467.22200000000004,15.07,40.69,1015.29,70.98
466.56,11.75,71.14,1019.36,75.68
453.046,20.23,52.05,1012.15,47.49
436.552,27.31,59.54,1006.24,71.99
432.486,28.57,69.84,1003.57,66.55
455.15199999999993,17.9,43.72,1008.64,74.73
436.01800000000003,23.83,71.37,1002.04,64.78
431.76,27.92,74.99,1005.47,75.13
453.198,17.34,44.78,1007.81,56.38
448.38,17.94,63.07,1012.42,94.35
482.6740000000001,6.4,39.9,1007.75,86.55
473.488,11.78,39.96,1011.37,82.95
452.03,20.28,57.25,1010.12,88.42
449.40599999999995,21.04,54.2,1012.26,85.61
441.93,25.11,67.32,1014.49,58.39
432.948,30.28,70.98,1007.51,74.28
480.538,8.14,36.24,1013.15,87.85
466.68,16.86,39.63,1004.47,83.5
481.94399999999996,6.25,40.07,1020.19,65.24
454.72,22.35,54.42,1012.46,75.01
448.71,17.98,56.85,1012.28,84.52
469.76,21.19,42.48,1013.43,80.52
452.04200000000003,20.94,44.89,1009.64,75.14
443.312,24.23,58.79,1009.8,75.75
452.0280000000001,19.18,58.2,1017.46,76.72
446.258,20.88,57.85,1012.39,85.47
441.73,23.67,63.86,1019.67,57.95
465.09,14.12,39.52,1018.41,78.32
446.2219999999999,25.23,64.63,1020.59,52.2
481.242,6.54,39.33,1011.54,93.69
448.38199999999995,20.08,62.52,1017.99,75.74
446.3,24.67,63.56,1013.75,67.56
433.62199999999996,27.82,79.74,1008.37,69.46
470.184,15.55,42.03,1017.41,74.58
446.504,24.26,69.51,1013.43,53.23
476.544,13.45,41.49,1020.19,88.72
479.13,11.06,40.64,1021.47,96.16
449.80600000000004,24.91,52.3,1008.72,68.26
444.03999999999996,22.39,59.04,1011.78,86.39
475.4,11.95,40.69,1015.62,85.34
469.3,14.85,40.69,1014.91,72.64
467.782,10.11,41.62,1017.17,97.82
440.66999999999996,23.67,68.67,1006.71,77.22
461.1360000000001,16.14,44.21,1020.36,80.59
466.74,15.11,43.13,1014.99,46.91
445.892,24.14,59.87,1018.47,57.76
442.51800000000003,30.08,67.25,1017.6,53.09
470.31000000000006,14.77,44.9,1020.5,84.31
431.8460000000001,27.6,69.34,1009.63,71.58
468.67800000000005,13.89,44.84,1023.66,92.97
431.954,26.85,75.6,1017.43,74.55
479.49799999999993,12.41,40.96,1023.36,78.96
467.674,13.08,41.74,1020.75,64.44
454.75,18.93,44.06,1017.58,68.23
452.94,20.5,49.69,1009.6,70.81
435.83,30.72,69.13,1009.94,61.66
477.072,7.55,39.22,1014.53,77.76
466.66,13.49,44.47,1030.46,69.49
462.59,15.62,40.12,1013.03,96.26
447.82,24.8,64.63,1020.69,55.74
468.95199999999994,10.03,41.62,1014.55,95.61
438.88199999999995,22.43,63.21,1012.06,84.75
471.492,14.95,39.31,1009.15,75.3
443.578,24.78,58.46,1016.82,67.5
444.69,23.2,48.41,1008.64,80.92
469.412,14.01,39.0,1016.73,79.23
445.524,19.4,64.63,1020.38,81.1
436.92,30.15,67.32,1013.83,32.8
486.37,6.91,36.08,1021.82,84.31
443.834,29.04,60.07,1015.42,46.15
446.82,26.02,63.07,1010.94,53.96
475.2,5.89,39.48,1005.11,59.83
437.76,26.52,71.64,1008.27,75.3
438.28999999999996,28.53,68.08,1013.27,42.53
463.534,16.59,39.54,1007.97,70.58
442.19,22.95,67.79,1009.89,91.69
442.706,23.96,47.43,1008.38,63.55
462.988,17.48,44.2,1018.89,61.51
482.57,6.69,43.65,1020.14,69.55
476.03,10.25,41.26,1007.44,98.08
