Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,0.08175991759917599,0.7000071261142988,0.6551744082608236
0.72,0.07729987299873,0.7200083178244407,0.6761830760835977
0.74,0.0729470294702947,0.7400069262191691,0.697416580849984
0.76,0.06867978679786799,0.7600064488425852,0.7188894847478691
0.78,0.06447654476544766,0.7800083172103824,0.7406147763479461
0.8,0.060315703157031574,0.8000079919570643,0.7625994760469726
0.82,0.05617166171661717,0.8200092533180181,0.7848602795481769
0.84,0.052016420164201646,0.8400095897726813,0.8074076136073894
0.86,0.047815578155781566,0.8600087038856361,0.8302550228325585
0.88,0.04352433524335244,0.880009929275635,0.8534210583504351
0.9,0.03908349083490835,0.9000082721624538,0.8769155257645276
0.92,0.03440264402644027,0.9200083856074125,0.9007604858838278
0.94,0.02933459334593346,0.9400088479285422,0.9249721190319633
0.96,0.023594535945359457,0.9600079032204307,0.9495676062890918
0.98,0.01644326443264433,0.9800094826890423,0.9745734192651432
