CR_Target,J_Target,CR_Actual,J_Actual
0.1,0.42681423669680546,0.10353535353535354,0.42681423669680546
0.1,0,0.09511784511784512,0.1619288432823645
0.2,0.5532527430851004,0.20454545454545456,0.5532527430851004
0.2,0,0.19528619528619529,0.19786066733131097
0.30000000000000004,0.7400890031730581,0.3047138047138047,0.7400890031730581
0.30000000000000004,0,0.29545454545454547,0.17702310187499523
0.4,0.98004073895615,0.40404040404040403,0.98004073895615
0.4,0,0.3956228956228956,0.30982833673241006
0.5,1.2135016277427797,0.5042087542087542,1.2135016277427797
0.5,0,0.49663299663299665,0.4072096806774268
0.6,1.6909889530543296,0.6043771043771043,1.6909889530543296
0.6,0,0.5951178451178452,0.4287395413903357
0.7000000000000001,2.157354005570773,0.7045454545454546,2.157354005570773
0.7,0,0.6961279461279462,1.3153705159496627
0.8,2.89656455156548,0.8047138047138047,2.89656455156548
0.7999999999999999,0,0.7954545454545454,1.3065073281341544
0.9,3.4017681024352346,0.9048821548821548,3.4017681024352346
0.8999999999999999,0,0.8964646464646465,1.7404375890413906
