V1,V2,V3,V4,V5,V6,V7
Y1,191690.49221258154,7392.6,7527.6,7594.8,7720.7,7823.2
Y2,228062.25114998792,1366.0,1288.0,1148.0,1139.0,1062.0
Y3,105902.34616540962,8660.0,8780.0,8830.0,8990.0,9230.0
Y4,9540.0,9790.0,9940.0,9940.0,10110.0,10400.0
Y5,-129023.80365302735,7420.0,7570.0,8010.0,8240.0,8730.0
Y6,-149376.3810264572,3854.54,4003.45,4229.12,4502.05,4741.77
Y7,58468.76157501293,3188.37,3231.05,3318.34,3430.45,3540.68
Y8,-77547.79844678052,2357.19,2359.22,2346.79,2349.57,2352.89
Y9,127823.47085777577,2235.605,2234.682,2232.185,2217.827,2206.212
Y10,-125372.34406551192,2162.9,2181.906,2167.475,2135.708,2122.196
Y11,-170449.0016770076,1445.935,1455.686,1460.164,1462.11,1466.256
Y12,250967.84717418268,1957.9027,1987.1855,2016.1373,2034.6528,2060.5974
Y13,61233.48573176643,4880.8,4991.3,5067.7,5412.5,5379.0
Y14,104588.36676317433,4969.1,5156.8,5287.7,5609.8,5612.3
Y15,-185340.0318357983,5368.2,5739.3,5831.2,6491.5,6272.6
Y16,73532.01278883901,2982.7,3012.5,3046.1,3171.5,3252.4
Y17,-186106.274265227,3896.2,3931.4,3975.3,4132.9,4226.1
Y18,-43448.16509413203,3410.3,3471.0,3528.1,3651.0,3713.7
Y19,118300.7530699735,2448.49,2404.06,2586.15,2601.35,2615.08
Y20,147181.6513368639,7190.36,7241.79,7562.98,7534.85,7461.09
Y21,77454.20832487567,9518.2,8390.5,9581.9,9374.1,8733.5
Y22,-89140.40851736853,3718.48,3701.49,3982.13,3999.56,4078.38
Y23,7646.5,7951.6,7434.0,7537.1,7316.3,7240.9
Y24,-29457.13287185929,7758.95,7849.52,8138.36,7924.66,7853.05
Y25,109475.73752563054,2473.02,2449.83,2508.1,2405.14,2344.65
Y26,-173485.34356223507,5875.35,5869.78,6260.36,6221.0,6273.72
Y27,-57835.0015093511,1552.501,1564.619,1612.608,1569.061,1555.66
Y28,64102.48047117787,1432.702,1414.062,1479.589,1456.518,1465.493
Y29,3895.531,3878.19,3902.188,3885.841,3853.194,3842.311
Y30,-105359.59121284616,4352.551,4408.16,4450.216,4490.119,4552.869
Y31,128528.24680725885,3612.289,3641.019,3633.453,3652.999,3652.519
Y32,105226.35918123048,5060.605,5064.938,5059.442,5048.156,5053.33
Y33,74712.19511828682,1186.359,1186.328,1186.805,1184.368,1181.182
Y34,167804.83690611192,1610.8123,1627.5814,1629.4475,1632.7424,1638.7307
Y35,-99625.56836282868,3186.738,3205.148,3204.902,3208.018,3234.029
Y36,266590.36701144185,1092.0504,1097.9697,1095.344,1088.2221,1087.5634
Y37,218841.0814892104,3742.367,3776.237,3798.934,3798.104,3831.152
Y38,112274.67288582158,4348.0,5891.0,6578.0,7103.0,7965.0
Y39,-75118.6264999648,3971.0,4518.0,5347.0,5933.0,6315.0
Y40,93386.50142868029,4971.0,5137.0,5268.8,5448.4,5606.6
Y41,-54101.72913463055,15241.0,15562.1,15822.2,16192.5,16570.4
Y42,82774.26814665878,5813.3,5780.9,5764.6,5899.0,6061.5
Y43,2969.0,2882.0,2911.0,2891.0,2929.0,3015.0
Y44,79888.93303207151,10611.6,10682.5,10874.6,11138.6,11303.9
Y45,-228176.82357927377,10528.1,10638.5,10796.8,11009.8,11071.6
Y46,-139694.678294222,6627.0,6545.0,6144.0,6011.0,5925.0
Y47,-50104.888335216645,6633.0,6552.0,6151.0,6017.0,5931.0
Y48,203501.96269807927,5910.0,5740.0,5620.0,5550.0,5580.0
Y49,-602.4387322007407,2458.7,2438.5,2433.5,2432.7,2441.1
Y50,-219507.6618489098,18044.0,17971.0,18022.0,18115.0,18214.0
Y51,159462.69195931882,7867.0,7733.0,7749.0,7800.0,7842.0
Y52,191406.82224387143,20472.0,22631.0,24642.0,26404.0,28928.0
Y53,230472.41625390595,17829.0,18727.0,18762.0,15267.0,13775.0
Y54,249186.5705770363,9765.0,10836.0,12355.0,13979.0,15927.0
Y55,168175.97664464853,3116.18,3472.21,3803.11,4164.57,4687.12
Y56,-171914.50758203657,15405.0,17620.0,20153.0,23291.0,28244.0
Y57,65977.94863936864,2199.6,2211.1,2283.7,2366.7,2477.4
Y58,10423.9,11126.7,11241.9,11304.6,11564.1,11253.7
Y59,-90222.0661033337,10355.7,10462.3,10518.9,10638.2,10674.7
Y60,-98323.57099893887,10411.4,10601.4,10754.8,10941.7,10991.8
Y61,202953.55809520654,11585.6,12141.4,12129.6,12427.8,12071.4
Y62,123350.26809195163,19998.5,19194.1,19298.3,16731.6,10097.0
Y63,25769.96535100843,12039.8,11941.5,12122.8,12091.7,11554.0
Y64,211600.82900272377,10000.0,11175.1,11355.5,11607.1,12471.4
Y65,27124.357288605486,10091.5,9753.2,9170.3,8312.2,7702.7
Y66,-215687.18570506643,10810.8,11297.4,11698.9,12081.1,12792.3
Y67,-231977.16712132932,10926.4,10910.6,11052.3,11385.9,11727.0
Y68,146848.14817035085,10327.5,10441.1,10716.0,11208.9,11345.9
Y69,253642.6076158408,10624.7,11111.6,11113.8,11676.7,12467.4
Y70,241227.6597196423,11053.8,11672.6,12154.8,12726.6,13657.5
Y71,-118720.558603533,9541.0,9797.1,10591.5,11418.0,12029.9
Y72,266921.14821288805,10184.0,10253.7,10101.8,10112.9,10359.1
Y73,148938.98800943146,10557.0,10271.2,9743.6,9543.9,9055.8
Y74,10060.5,10683.9,10703.2,10589.9,10263.1,10462.2
Y75,121909.69679826473,9379.4,9084.8,9028.6,9158.4,9617.7
Y76,243440.02793309273,8804.3,8365.4,8158.1,8029.0,8272.4
Y77,-146354.97006912052,10233.8,10710.4,10730.0,10999.5,11401.0
Y78,153685.85153778343,10425.61,10740.19,11156.42,11535.03,11810.02
Y79,-32963.392096330484,4518.98,5053.22,5712.02,6108.11,6880.9
Y80,-186459.9031870971,5165.3,5396.7,4488.9,4349.7,4169.0
Y81,-93558.99618736315,4634.52,4594.0,4471.59,4544.02,4636.48
Y82,153323.95613285003,14452.06,15460.04,16994.23,18604.08,20098.51
Y83,142202.70342386785,9940.24,10169.12,10500.8,10756.51,10982.52
Y84,-197114.22848556493,3717.0,3784.0,3852.0,3709.0,3761.0
Y85,-183561.73794565554,1852.0,2155.0,2152.0,2534.0,2407.0
Y86,103753.65818476274,2666.0,3113.0,2818.0,2690.0,2745.0
Y87,-182576.52521830107,9445.0,9758.0,10945.0,12347.0,11728.0
Y88,217306.4346807734,2950.0,8980.0,5700.0,5930.0,6760.0
Y89,240959.86910492543,749.0,3393.0,5532.0,7612.0,7419.0
Y90,-4672.078313895731,6240.0,5220.0,5770.0,5760.0,5270.0
Y91,85352.11038019192,8100.0,8400.0,8800.0,8500.0,8800.0
Y92,-184587.99248758875,1309.25,1332.96,1671.22,1247.06,1126.32
Y93,-8402.971131281718,7961.522124,7880.144762,7834.042281,7811.190179,7876.932044
Y94,-131081.6658773262,6818.940605,6808.068775,6826.616113,7121.455572,7189.763667
Y95,127127.67617540609,6556.567073,6691.477647,6867.815696,7153.783337,7149.86989
Y96,-58088.082922967216,7563.246815,8276.070465,8772.407446,7992.98888,8097.88432
Y97,176291.3102927269,6335.121402,6297.091716,6355.53714,6760.106504,6608.052647
Y98,-202098.03373957225,9131.047774,9169.057104,9079.217031,9293.295217,9003.762213
Y99,-101742.26137996653,8039.185746,7908.631386,7840.263257,7963.129617,7666.321479
Y100,-166676.4742728893,8641.627995,8642.419661,8816.620618,8799.285497,8993.35407
Y101,210818.77080392645,2088.622714,2162.075003,2759.10773,2547.947426,2554.177494
Y102,8842.116666,8850.409191,8878.049529,8921.286405,9182.042189,9139.435762
Y103,183812.96844259222,5178.511666,5064.666563,5053.510339,5038.717206,5114.681166
Y104,-60640.271790264866,1665.908761,1706.114167,1579.553209,1831.244185,1843.999151
Y105,-55655.68810576913,2409.515782,3214.755206,3327.150411,3047.057768,3232.444424
Y106,-133977.89362456452,2139.809885,2160.610848,1701.391832,1364.414998,1608.955005
