SSPL,f,alpha,c,U_infinity,delta
130.96,800,0.0,0.3048,71.3,0.00266337
128.956,1000,0.0,0.3048,71.3,0.00266337
128.927,1250,0.0,0.3048,71.3,0.00266337
127.591,1600,0.0,0.3048,71.3,0.00266337
132.095,2000,0.0,0.3048,71.3,0.00266337
128.354,2500,0.0,0.3048,71.3,0.00266337
135.07,3150,0.0,0.3048,71.3,0.00266337
128.704,4000,0.0,0.3048,71.3,0.00266337
121.301,5000,0.0,0.3048,71.3,0.00266337
119.541,6300,0.0,0.3048,71.3,0.00266337
117.151,8000,0.0,0.3048,71.3,0.00266337
115.391,10000,0.0,0.3048,71.3,0.00266337
113.034,12500,0.0,0.3048,71.3,0.00266337
108.721,16000,0.0,0.3048,71.3,0.00266337
127.314,500,0.0,0.3048,55.5,0.00283081
126.17,630,0.0,0.3048,55.5,0.00283081
127.53,800,0.0,0.3048,55.5,0.00283081
128.29,1000,0.0,0.3048,55.5,0.00283081
126.086,1250,0.0,0.3048,55.5,0.00283081
126.79,1600,0.0,0.3048,55.5,0.00283081
124.612,2000,0.0,0.3048,55.5,0.00283081
133.956,2500,0.0,0.3048,55.5,0.00283081
123.742,3150,0.0,0.3048,55.5,0.00283081
127.233,4000,0.0,0.3048,55.5,0.00283081
135.803,5000,0.0,0.3048,55.5,0.00283081
123.303,6300,0.0,0.3048,55.5,0.00283081
116.476,8000,0.0,0.3048,55.5,0.00283081
113.076,10000,0.0,0.3048,55.5,0.00283081
111.076,12500,0.0,0.3048,55.5,0.00283081
133.42,200,0.0,0.3048,39.6,0.00310138
119.319,250,0.0,0.3048,39.6,0.00310138
121.055,315,0.0,0.3048,39.6,0.00310138
124.001,400,0.0,0.3048,39.6,0.00310138
116.366,500,0.0,0.3048,39.6,0.00310138
127.417,630,0.0,0.3048,39.6,0.00310138
129.099,800,0.0,0.3048,39.6,0.00310138
130.435,1000,0.0,0.3048,39.6,0.00310138
128.339,1250,0.0,0.3048,39.6,0.00310138
122.211,1600,0.0,0.3048,39.6,0.00310138
123.689,2000,0.0,0.3048,39.6,0.00310138
131.836,2500,0.0,0.3048,39.6,0.00310138
118.922,3150,0.0,0.3048,39.6,0.00310138
125.343,4000,0.0,0.3048,39.6,0.00310138
123.453,5000,0.0,0.3048,39.6,0.00310138
131.918,6300,0.0,0.3048,39.6,0.00310138
122.341,8000,0.0,0.3048,39.6,0.00310138
133.376,10000,0.0,0.3048,39.6,0.00310138
109.619,12500,0.0,0.3048,39.6,0.00310138
127.299,200,0.0,0.3048,31.7,0.00331266
118.595,250,0.0,0.3048,31.7,0.00331266
122.765,315,0.0,0.3048,31.7,0.00331266
123.417,400,0.0,0.3048,31.7,0.00331266
128.939,500,0.0,0.3048,31.7,0.00331266
126.413,630,0.0,0.3048,31.7,0.00331266
131.362,800,0.0,0.3048,31.7,0.00331266
126.78,1000,0.0,0.3048,31.7,0.00331266
129.27,1250,0.0,0.3048,31.7,0.00331266
125.625,1600,0.0,0.3048,31.7,0.00331266
122.375,2000,0.0,0.3048,31.7,0.00331266
125.867,2500,0.0,0.3048,31.7,0.00331266
119.135,3150,0.0,0.3048,31.7,0.00331266
134.11,4000,0.0,0.3048,31.7,0.00331266
133.23,5000,0.0,0.3048,31.7,0.00331266
130.34,6300,0.0,0.3048,31.7,0.00331266
117.957,8000,0.0,0.3048,31.7,0.00331266
115.893,10000,0.0,0.3048,31.7,0.00331266
127.122,800,1.5,0.3048,71.3,0.00336729
128.956,1000,1.5,0.3048,71.3,0.00336729
130.144,1250,1.5,0.3048,71.3,0.00336729
127.591,1600,1.5,0.3048,71.3,0.00336729
126.642,2000,1.5,0.3048,71.3,0.00336729
127.006,2500,1.5,0.3048,71.3,0.00336729
135.07,3150,1.5,0.3048,71.3,0.00336729
128.704,4000,1.5,0.3048,71.3,0.00336729
122.816,5000,1.5,0.3048,71.3,0.00336729
121.944,6300,1.5,0.3048,71.3,0.00336729
115.372,8000,1.5,0.3048,71.3,0.00336729
116.724,10000,1.5,0.3048,71.3,0.00336729
113.034,12500,1.5,0.3048,71.3,0.00336729
110.364,16000,1.5,0.3048,71.3,0.00336729
121.851,315,1.5,0.3048,39.6,0.00392107
124.001,400,1.5,0.3048,39.6,0.00392107
116.366,500,1.5,0.3048,39.6,0.00392107
127.417,630,1.5,0.3048,39.6,0.00392107
129.099,800,1.5,0.3048,39.6,0.00392107
128.312,1000,1.5,0.3048,39.6,0.00392107
128.339,1250,1.5,0.3048,39.6,0.00392107
122.211,1600,1.5,0.3048,39.6,0.00392107
123.689,2000,1.5,0.3048,39.6,0.00392107
131.836,2500,1.5,0.3048,39.6,0.00392107
118.922,3150,1.5,0.3048,39.6,0.00392107
116.792,4000,1.5,0.3048,39.6,0.00392107
121.499,5000,1.5,0.3048,39.6,0.00392107
114.751,6300,1.5,0.3048,39.6,0.00392107
116.659,8000,1.5,0.3048,39.6,0.00392107
108.991,10000,1.5,0.3048,39.6,0.00392107
106.111,12500,1.5,0.3048,39.6,0.00392107
129.575,400,3.0,0.3048,71.3,0.00425727
128.454,500,3.0,0.3048,71.3,0.00425727
138.423,630,3.0,0.3048,71.3,0.00425727
127.394,800,3.0,0.3048,71.3,0.00425727
129.004,1000,3.0,0.3048,71.3,0.00425727
130.144,1250,3.0,0.3048,71.3,0.00425727
