file,RMSE,MSE,MAE
dirty-mean-5.csv,809.8567536115511,655867.9613702405,147.51769653976208
dirty-mean-10.csv,1074.5263172210011,1154606.8064005275,270.5280519824222
dirty-mean-15.csv,1520.7896387731369,2312801.125399728,463.40423909875295
dirty-mean-20.csv,1561.527372329743,2438367.7345350315,563.7451722821125
dirty-mean-25.csv,1971.0611539799602,3885082.072728812,757.4941991443867
dirty-mean-30.csv,2076.9941096191533,4313904.531392659,935.4126460928114
dirty-mean-35.csv,2316.131492569027,5364465.090870029,1094.8874154169416
dirty-mean-40.csv,2442.894575560266,5967733.907301772,1198.3182929612235
dirty-mean-45.csv,2442.458845094242,5965605.209979098,1348.6321310274254
dirty-mean-50.csv,2534.6715045821666,6424559.636140824,1484.08075448086
dirty-mean-55.csv,2872.1852063549154,8249447.859604029,1701.4275317863203
dirty-mean-60.csv,3016.580283908091,9099756.60926302,1872.5286402669801
dirty-mean-65.csv,3076.8854870038344,9467224.300134825,1962.3477673836574
dirty-mean-70.csv,3127.2946211915273,9779971.64773346,2125.93477543246
dirty-mean-75.csv,3366.9570723044117,11336399.926740695,2270.39380932156
dirty-mean-80.csv,3397.5613106626724,11543422.859711858,2463.7830636019
dirty-mean-85.csv,3501.791376768315,12262542.846408932,2554.3161042395996
dirty-mean-90.csv,3607.272960618317,13012418.212408038,2777.5650094961597
dirty-mean-95.csv,3722.7292370849277,13858712.97264693,2887.3797101159203
dirty-median-5.csv,888.7766057398542,789923.8549104562,149.05959795500002
dirty-median-10.csv,1188.8559838558929,1413378.550349963,276.20983040399994
dirty-median-15.csv,1606.852800355001,2581975.922008708,444.9066109870001
dirty-median-20.csv,1633.4819896898155,2668263.4106409987,526.757142533
dirty-median-25.csv,2084.7774090899757,4346296.845451911,740.6051294570001
dirty-median-30.csv,2189.2247309249515,4792704.922493427,891.976601148
dirty-median-35.csv,2475.7198482728136,6129188.767131964,1062.9006404880001
dirty-median-40.csv,2552.8465465777695,6517025.490374043,1118.6731166929999
dirty-median-45.csv,2520.169243319793,6351253.014975059,1255.927601592
