SSPL,f,alpha,c,U_infinity,delta
126.201,800,0.0,0.3048,71.3,0.00266337
114.258,1000,0.0,0.3048,71.3,0.00266337
114.258,1250,0.0,0.3048,71.3,0.00266337
114.258,1600,0.0,0.3048,71.3,0.00266337
114.258,2000,0.0,0.3048,71.3,0.00266337
114.258,2500,0.0,0.3048,71.3,0.00266337
125.201,3150,0.0,0.3048,71.3,0.00266337
114.258,4000,0.0,0.3048,71.3,0.00266337
114.258,5000,0.0,0.3048,71.3,0.00266337
114.258,6300,0.0,0.3048,71.3,0.00266337
114.258,8000,0.0,0.3048,71.3,0.00266337
114.258,10000,0.0,0.3048,71.3,0.00266337
114.258,12500,0.0,0.3048,71.3,0.00266337
108.721,16000,0.0,0.3048,71.3,0.00266337
114.258,500,0.0,0.3048,55.5,0.00283081
114.258,630,0.0,0.3048,55.5,0.00283081
114.258,800,0.0,0.3048,55.5,0.00283081
114.258,1000,0.0,0.3048,55.5,0.00283081
114.258,1250,0.0,0.3048,55.5,0.00283081
114.258,1600,0.0,0.3048,55.5,0.00283081
114.258,2000,0.0,0.3048,55.5,0.00283081
114.258,2500,0.0,0.3048,55.5,0.00283081
114.258,3150,0.0,0.3048,55.5,0.00283081
114.258,4000,0.0,0.3048,55.5,0.00283081
114.258,5000,0.0,0.3048,55.5,0.00283081
114.258,6300,0.0,0.3048,55.5,0.00283081
114.258,8000,0.0,0.3048,55.5,0.00283081
114.258,10000,0.0,0.3048,55.5,0.00283081
114.258,12500,0.0,0.3048,55.5,0.00283081
118.129,200,0.0,0.3048,39.6,0.00310138
114.258,250,0.0,0.3048,39.6,0.00310138
114.258,315,0.0,0.3048,39.6,0.00310138
114.258,400,0.0,0.3048,39.6,0.00310138
114.258,500,0.0,0.3048,39.6,0.00310138
128.629,630,0.0,0.3048,39.6,0.00310138
114.258,800,0.0,0.3048,39.6,0.00310138
114.258,1000,0.0,0.3048,39.6,0.00310138
114.258,1250,0.0,0.3048,39.6,0.00310138
114.258,1600,0.0,0.3048,39.6,0.00310138
114.258,2000,0.0,0.3048,39.6,0.00310138
114.258,2500,0.0,0.3048,39.6,0.00310138
120.319,3150,0.0,0.3048,39.6,0.00310138
114.258,4000,0.0,0.3048,39.6,0.00310138
114.258,5000,0.0,0.3048,39.6,0.00310138
114.258,6300,0.0,0.3048,39.6,0.00310138
114.258,8000,0.0,0.3048,39.6,0.00310138
114.258,10000,0.0,0.3048,39.6,0.00310138
114.258,12500,0.0,0.3048,39.6,0.00310138
114.258,200,0.0,0.3048,31.7,0.00331266
114.258,250,0.0,0.3048,31.7,0.00331266
122.765,315,0.0,0.3048,31.7,0.00331266
114.258,400,0.0,0.3048,31.7,0.00331266
114.258,500,0.0,0.3048,31.7,0.00331266
114.258,630,0.0,0.3048,31.7,0.00331266
114.258,800,0.0,0.3048,31.7,0.00331266
114.258,1000,0.0,0.3048,31.7,0.00331266
114.258,1250,0.0,0.3048,31.7,0.00331266
114.258,1600,0.0,0.3048,31.7,0.00331266
114.258,2000,0.0,0.3048,31.7,0.00331266
120.755,2500,0.0,0.3048,31.7,0.00331266
114.258,3150,0.0,0.3048,31.7,0.00331266
114.258,4000,0.0,0.3048,31.7,0.00331266
114.258,5000,0.0,0.3048,31.7,0.00331266
114.258,6300,0.0,0.3048,31.7,0.00331266
114.258,8000,0.0,0.3048,31.7,0.00331266
114.258,10000,0.0,0.3048,31.7,0.00331266
114.258,800,1.5,0.3048,71.3,0.00336729
114.258,1000,1.5,0.3048,71.3,0.00336729
125.872,1250,1.5,0.3048,71.3,0.00336729
114.258,1600,1.5,0.3048,71.3,0.00336729
114.258,2000,1.5,0.3048,71.3,0.00336729
114.258,2500,1.5,0.3048,71.3,0.00336729
114.258,3150,1.5,0.3048,71.3,0.00336729
121.762,4000,1.5,0.3048,71.3,0.00336729
114.258,5000,1.5,0.3048,71.3,0.00336729
114.258,6300,1.5,0.3048,71.3,0.00336729
114.258,8000,1.5,0.3048,71.3,0.00336729
114.258,10000,1.5,0.3048,71.3,0.00336729
114.258,12500,1.5,0.3048,71.3,0.00336729
114.258,16000,1.5,0.3048,71.3,0.00336729
114.258,315,1.5,0.3048,39.6,0.00392107
