SSPL,f,alpha,c,U_infinity,delta
133.04,800,0.0,0.3048,71.3,0.00266337
133.04,1000,0.0,0.3048,71.3,0.00266337
133.04,1250,0.0,0.3048,71.3,0.00266337
133.04,1600,0.0,0.3048,71.3,0.00266337
133.04,2000,0.0,0.3048,71.3,0.00266337
133.04,2500,0.0,0.3048,71.3,0.00266337
133.04,3150,0.0,0.3048,71.3,0.00266337
133.04,4000,0.0,0.3048,71.3,0.00266337
133.04,5000,0.0,0.3048,71.3,0.00266337
133.04,6300,0.0,0.3048,71.3,0.00266337
133.04,8000,0.0,0.3048,71.3,0.00266337
133.04,10000,0.0,0.3048,71.3,0.00266337
133.04,12500,0.0,0.3048,71.3,0.00266337
133.04,16000,0.0,0.3048,71.3,0.00266337
133.04,500,0.0,0.3048,55.5,0.00283081
133.04,630,0.0,0.3048,55.5,0.00283081
133.04,800,0.0,0.3048,55.5,0.00283081
133.04,1000,0.0,0.3048,55.5,0.00283081
133.04,1250,0.0,0.3048,55.5,0.00283081
133.04,1600,0.0,0.3048,55.5,0.00283081
133.04,2000,0.0,0.3048,55.5,0.00283081
133.04,2500,0.0,0.3048,55.5,0.00283081
133.04,3150,0.0,0.3048,55.5,0.00283081
133.04,4000,0.0,0.3048,55.5,0.00283081
133.04,5000,0.0,0.3048,55.5,0.00283081
133.04,6300,0.0,0.3048,55.5,0.00283081
133.04,8000,0.0,0.3048,55.5,0.00283081
133.04,10000,0.0,0.3048,55.5,0.00283081
133.04,12500,0.0,0.3048,55.5,0.00283081
133.04,200,0.0,0.3048,39.6,0.00310138
133.04,250,0.0,0.3048,39.6,0.00310138
133.04,315,0.0,0.3048,39.6,0.00310138
133.04,400,0.0,0.3048,39.6,0.00310138
133.04,500,0.0,0.3048,39.6,0.00310138
133.04,630,0.0,0.3048,39.6,0.00310138
133.04,800,0.0,0.3048,39.6,0.00310138
133.04,1000,0.0,0.3048,39.6,0.00310138
133.04,1250,0.0,0.3048,39.6,0.00310138
133.04,1600,0.0,0.3048,39.6,0.00310138
133.04,2000,0.0,0.3048,39.6,0.00310138
133.04,2500,0.0,0.3048,39.6,0.00310138
133.04,3150,0.0,0.3048,39.6,0.00310138
133.04,4000,0.0,0.3048,39.6,0.00310138
117.789,5000,0.0,0.3048,39.6,0.00310138
133.04,6300,0.0,0.3048,39.6,0.00310138
133.04,8000,0.0,0.3048,39.6,0.00310138
133.04,10000,0.0,0.3048,39.6,0.00310138
133.04,12500,0.0,0.3048,39.6,0.00310138
133.04,200,0.0,0.3048,31.7,0.00331266
133.04,250,0.0,0.3048,31.7,0.00331266
133.04,315,0.0,0.3048,31.7,0.00331266
133.04,400,0.0,0.3048,31.7,0.00331266
133.04,500,0.0,0.3048,31.7,0.00331266
133.04,630,0.0,0.3048,31.7,0.00331266
133.04,800,0.0,0.3048,31.7,0.00331266
133.04,1000,0.0,0.3048,31.7,0.00331266
133.04,1250,0.0,0.3048,31.7,0.00331266
133.04,1600,0.0,0.3048,31.7,0.00331266
133.04,2000,0.0,0.3048,31.7,0.00331266
133.04,2500,0.0,0.3048,31.7,0.00331266
133.04,3150,0.0,0.3048,31.7,0.00331266
133.04,4000,0.0,0.3048,31.7,0.00331266
133.04,5000,0.0,0.3048,31.7,0.00331266
