concrete_compressive_strength,cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age
63.20159912109375,540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28
62.642906188964844,540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28
40.591426849365234,332.5,142.5,0.0,228.0,0.0,932.0,594.0,270
41.05,332.5,142.5,0.0,228.0,0.0,932.0,594.0,365
40.239498138427734,198.6,132.4,0.0,192.0,0.0,978.4,825.5,360
47.05186462402344,266.0,114.0,0.0,228.0,0.0,932.0,670.0,90
58.02315902709961,380.0,95.0,0.0,228.0,0.0,932.0,594.0,365
58.67379379272461,380.0,95.0,0.0,228.0,0.0,932.0,594.0,28
33.145263671875,266.0,114.0,0.0,228.0,0.0,932.0,670.0,28
42.58759689331055,475.0,0.0,0.0,228.0,0.0,932.0,594.0,28
38.07,198.6,132.4,0.0,192.0,0.0,978.4,825.5,90
28.02,198.6,132.4,0.0,192.0,0.0,978.4,825.5,28
43.68547821044922,427.5,47.5,0.0,228.0,0.0,932.0,594.0,270
49.22494888305664,190.0,190.0,0.0,228.0,0.0,932.0,670.0,90
31.402616500854492,304.0,76.0,0.0,228.0,0.0,932.0,670.0,28
52.91,380.0,0.0,0.0,228.0,0.0,932.0,670.0,90
39.36,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90
56.14,342.0,38.0,0.0,228.0,0.0,932.0,670.0,365
56.044010162353516,380.0,95.0,0.0,228.0,0.0,932.0,594.0,90
41.60563659667969,475.0,0.0,0.0,228.0,0.0,932.0,594.0,180
43.68547821044922,427.5,47.5,0.0,228.0,0.0,932.0,594.0,180
28.24,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28
11.067166328430176,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3
37.43925857543945,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180
52.52,380.0,0.0,0.0,228.0,0.0,932.0,670.0,365
52.419288635253906,380.0,0.0,0.0,228.0,0.0,932.0,670.0,270
58.10533142089844,380.0,95.0,0.0,228.0,0.0,932.0,594.0,270
53.67189407348633,342.0,38.0,0.0,228.0,0.0,932.0,670.0,180
44.10751724243164,427.5,47.5,0.0,228.0,0.0,932.0,594.0,28
35.024925231933594,475.0,0.0,0.0,228.0,0.0,932.0,594.0,7
51.08890914916992,304.0,76.0,0.0,228.0,0.0,932.0,670.0,365
51.38728713989258,266.0,114.0,0.0,228.0,0.0,932.0,670.0,365
38.91518783569336,198.6,132.4,0.0,192.0,0.0,978.4,825.5,180
41.60563659667969,475.0,0.0,0.0,228.0,0.0,932.0,594.0,270
53.69,190.0,190.0,0.0,228.0,0.0,932.0,670.0,365
38.89109420776367,237.5,237.5,0.0,228.0,0.0,932.0,594.0,270
33.33725357055664,237.5,237.5,0.0,228.0,0.0,932.0,594.0,28
37.72,332.5,142.5,0.0,228.0,0.0,932.0,594.0,90
39.928260803222656,475.0,0.0,0.0,228.0,0.0,932.0,594.0,90
38.89109420776367,237.5,237.5,0.0,228.0,0.0,932.0,594.0,180
52.4649543762207,342.0,38.0,0.0,228.0,0.0,932.0,670.0,90
43.7,427.5,47.5,0.0,228.0,0.0,932.0,594.0,365
39.0,237.5,237.5,0.0,228.0,0.0,932.0,594.0,365
52.419288635253906,380.0,0.0,0.0,228.0,0.0,932.0,670.0,180
41.54,427.5,47.5,0.0,228.0,0.0,932.0,594.0,90
35.891746520996094,427.5,47.5,0.0,228.0,0.0,932.0,594.0,7
12.470909118652344,349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3
58.10533142089844,380.0,95.0,0.0,228.0,0.0,932.0,594.0,180
33.63556671142578,237.5,237.5,0.0,228.0,0.0,932.0,594.0,7
29.254228591918945,380.0,95.0,0.0,228.0,0.0,932.0,594.0,7
40.591426849365234,332.5,142.5,0.0,228.0,0.0,932.0,594.0,180
50.69870376586914,190.0,190.0,0.0,228.0,0.0,932.0,670.0,180
39.943992614746094,237.5,237.5,0.0,228.0,0.0,932.0,594.0,90
46.348262786865234,304.0,76.0,0.0,228.0,0.0,932.0,670.0,90
14.160637855529785,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7
12.980205535888672,198.6,132.4,0.0,192.0,0.0,978.4,825.5,7
41.93,475.0,0.0,0.0,228.0,0.0,932.0,594.0,365
8.275172233581543,198.6,132.4,0.0,192.0,0.0,978.4,825.5,3
48.57991027832031,304.0,76.0,0.0,228.0,0.0,932.0,670.0,180
39.38111877441406,332.5,142.5,0.0,228.0,0.0,932.0,594.0,28
48.57991027832031,304.0,76.0,0.0,228.0,0.0,932.0,670.0,270
48.707763671875,266.0,114.0,0.0,228.0,0.0,932.0,670.0,270
9.87,310.0,0.0,0.0,192.0,0.0,971.0,850.6,3
50.66,190.0,190.0,0.0,228.0,0.0,932.0,670.0,270
48.7,266.0,114.0,0.0,228.0,0.0,932.0,670.0,180
53.67189407348633,342.0,38.0,0.0,228.0,0.0,932.0,670.0,270
