CR_Target,CR_Actual,J_Actual
0.1,0.0995850622406639,0.34864533397026903
0.1,0.0995850622406639,0.5781805187149048
0.1,0.0995850622406639,0.37399773332587394
0.1,0.0995850622406639,0.3608888673804698
0.1,0.0995850622406639,0.37879753156418206
0.2,0.2,0.4041335395826266
0.2,0.2,0.3818802510715678
0.2,0.2,0.43575412869642993
0.2,0.2,0.43472895289128644
0.2,0.2,0.4776971570618708
0.3,0.2995850622406639,0.46523667572537586
0.3,0.2995850622406639,0.5089111583020602
0.3,0.2995850622406639,0.46253013282474065
0.3,0.2995850622406639,0.4695601620705782
0.3,0.2995850622406639,0.42629908621325313
0.4,0.4,0.5489767527331678
0.4,0.4,0.48688981045911434
0.4,0.4,0.4532577990899814
0.4,0.4,0.458623738875554
0.4,0.4,0.7178246526887962
0.5,0.4995850622406639,0.78098773541139
0.5,0.4995850622406639,0.5502500468700009
0.5,0.4995850622406639,0.792605168270636
0.5,0.4995850622406639,0.5326429158379623
0.5,0.4995850622406639,0.7888635897397882
0.6,0.6,0.6160827634147699
0.6,0.6,0.658816098066986
0.6,0.6,0.5556367964381191
0.6,0.6,0.6006383130959363
0.6,0.6,0.6049522218469674
0.7,0.6995850622406639,0.7228271620272037
0.7,0.6995850622406639,0.7142055268437779
0.7,0.6995850622406639,0.6469135288860115
0.7,0.6995850622406639,0.9372246155610225
0.7,0.6995850622406639,0.6384391527851938
0.8,0.8,1.0337124339790813
0.8,0.8,1.0237349069758066
0.8,0.8,1.0044598428596887
0.8,0.8,1.0331058698503564
0.8,0.8,0.8015915135615226
0.9,0.8995850622406639,1.1566530243163808
0.9,0.8995850622406639,1.1471455763179206
0.9,0.8995850622406639,1.1529906329868151
0.9,0.8995850622406639,1.1462302734488925
0.9,0.8995850622406639,0.8930072187416106
