SSPL,f,alpha,c,U_infinity,delta
32.986784591664986,800,0.0,0.3048,71.3,0.00266337
12.610701763471381,1000,0.0,0.3048,71.3,0.00266337
-10.010915554343748,1250,0.0,0.3048,71.3,0.00266337
20.604025819582226,1600,0.0,0.3048,71.3,0.00266337
17.46548150443261,2000,0.0,0.3048,71.3,0.00266337
8.12765622070014,2500,0.0,0.3048,71.3,0.00266337
13.668706483093553,3150,0.0,0.3048,71.3,0.00266337
26.812973419998443,4000,0.0,0.3048,71.3,0.00266337
14.364602646415069,5000,0.0,0.3048,71.3,0.00266337
12.775717584028705,6300,0.0,0.3048,71.3,0.00266337
19.35577113970081,8000,0.0,0.3048,71.3,0.00266337
18.954775738444756,10000,0.0,0.3048,71.3,0.00266337
30.4749589027695,12500,0.0,0.3048,71.3,0.00266337
12.69012346172821,16000,0.0,0.3048,71.3,0.00266337
32.68879598153197,500,0.0,0.3048,55.5,0.00283081
17.934490111947394,630,0.0,0.3048,55.5,0.00283081
26.48180690148689,800,0.0,0.3048,55.5,0.00283081
29.191719486359098,1000,0.0,0.3048,55.5,0.00283081
48.731561979794336,1250,0.0,0.3048,55.5,0.00283081
6.957844619471086,1600,0.0,0.3048,55.5,0.00283081
45.423667736600954,2000,0.0,0.3048,55.5,0.00283081
14.384883300895227,2500,0.0,0.3048,55.5,0.00283081
7.238810068711074,3150,0.0,0.3048,55.5,0.00283081
46.7637533957098,4000,0.0,0.3048,55.5,0.00283081
-5.857987726220935,5000,0.0,0.3048,55.5,0.00283081
34.52335461989569,6300,0.0,0.3048,55.5,0.00283081
6.097529958492429,8000,0.0,0.3048,55.5,0.00283081
18.14096815258949,10000,0.0,0.3048,55.5,0.00283081
10.409601724268818,12500,0.0,0.3048,55.5,0.00283081
30.033745917135416,200,0.0,0.3048,39.6,0.00310138
26.863281128502713,250,0.0,0.3048,39.6,0.00310138
24.347035648837124,315,0.0,0.3048,39.6,0.00310138
13.773154495785862,400,0.0,0.3048,39.6,0.00310138
30.141735730106074,500,0.0,0.3048,39.6,0.00310138
0.7894137473992218,630,0.0,0.3048,39.6,0.00310138
41.67737368058402,800,0.0,0.3048,39.6,0.00310138
38.73903309850496,1000,0.0,0.3048,39.6,0.00310138
31.03190407323415,1250,0.0,0.3048,39.6,0.00310138
4.286406593307569,1600,0.0,0.3048,39.6,0.00310138
14.822859498453253,2000,0.0,0.3048,39.6,0.00310138
9.652034286553054,2500,0.0,0.3048,39.6,0.00310138
23.490780735311475,3150,0.0,0.3048,39.6,0.00310138
15.30625081848555,4000,0.0,0.3048,39.6,0.00310138
117.789,5000,0.0,0.3048,39.6,0.00310138
34.05279464169565,6300,0.0,0.3048,39.6,0.00310138
38.72988380028198,8000,0.0,0.3048,39.6,0.00310138
3.4992912951861905,10000,0.0,0.3048,39.6,0.00310138
30.697312426523848,12500,0.0,0.3048,39.6,0.00310138
26.443505075621918,200,0.0,0.3048,31.7,0.00331266
24.49666758157909,250,0.0,0.3048,31.7,0.00331266
33.65251924201867,315,0.0,0.3048,31.7,0.00331266
33.71727744511684,400,0.0,0.3048,31.7,0.00331266
19.200636314798903,500,0.0,0.3048,31.7,0.00331266
40.976414044295424,630,0.0,0.3048,31.7,0.00331266
12.59169495196964,800,0.0,0.3048,31.7,0.00331266
33.91722591145591,1000,0.0,0.3048,31.7,0.00331266
27.564692492768806,1250,0.0,0.3048,31.7,0.00331266
22.658459678333806,1600,0.0,0.3048,31.7,0.00331266
39.01815678821899,2000,0.0,0.3048,31.7,0.00331266
17.091206377385284,2500,0.0,0.3048,31.7,0.00331266
24.32239371944088,3150,0.0,0.3048,31.7,0.00331266
3.1563102879374214,4000,0.0,0.3048,31.7,0.00331266
35.24281010860112,5000,0.0,0.3048,31.7,0.00331266
45.07714054129822,6300,0.0,0.3048,31.7,0.00331266
-5.262132510799755,8000,0.0,0.3048,31.7,0.00331266
20.385229655377422,10000,0.0,0.3048,31.7,0.00331266
32.75174142651467,800,1.5,0.3048,71.3,0.00336729
13.78448033863389,1000,1.5,0.3048,71.3,0.00336729
36.97055581024574,1250,1.5,0.3048,71.3,0.00336729
12.744533385225491,1600,1.5,0.3048,71.3,0.00336729
47.87749753005196,2000,1.5,0.3048,71.3,0.00336729
25.183284084344624,2500,1.5,0.3048,71.3,0.00336729
23.09143645901657,3150,1.5,0.3048,71.3,0.00336729
23.200145344663802,4000,1.5,0.3048,71.3,0.00336729
30.668250370471924,5000,1.5,0.3048,71.3,0.00336729
23.947350175515783,6300,1.5,0.3048,71.3,0.00336729
29.849462946175553,8000,1.5,0.3048,71.3,0.00336729
17.936159526500038,10000,1.5,0.3048,71.3,0.00336729
36.975845892599594,12500,1.5,0.3048,71.3,0.00336729
13.691214890581072,16000,1.5,0.3048,71.3,0.00336729
18.270729705448908,315,1.5,0.3048,39.6,0.00392107
13.031487683147732,400,1.5,0.3048,39.6,0.00392107
25.37921587167201,500,1.5,0.3048,39.6,0.00392107
22.829695873336863,630,1.5,0.3048,39.6,0.00392107
19.37154997517449,800,1.5,0.3048,39.6,0.00392107
40.547814659016375,1000,1.5,0.3048,39.6,0.00392107
21.019955128839005,1250,1.5,0.3048,39.6,0.00392107
13.126728711117584,1600,1.5,0.3048,39.6,0.00392107
-3.0069427833443187,2000,1.5,0.3048,39.6,0.00392107
120.981,2500,1.5,0.3048,39.6,0.00392107
15.061793383150757,3150,1.5,0.3048,39.6,0.00392107
42.6852158289306,4000,1.5,0.3048,39.6,0.00392107
0.046302757804036095,5000,1.5,0.3048,39.6,0.00392107
32.010433816072414,6300,1.5,0.3048,39.6,0.00392107
