SSPL,f,alpha,c,U_infinity,delta
104.3149641525175,800,0.0,0.3048,71.3,0.00266337
125.201,1000,0.0,0.3048,71.3,0.00266337
486.6658609570766,1250,0.0,0.3048,71.3,0.00266337
127.591,1600,0.0,0.3048,71.3,0.00266337
127.461,2000,0.0,0.3048,71.3,0.00266337
125.571,2500,0.0,0.3048,71.3,0.00266337
250.97676177450165,3150,0.0,0.3048,71.3,0.00266337
296.2661646015707,4000,0.0,0.3048,71.3,0.00266337
650.5838604060838,5000,0.0,0.3048,71.3,0.00266337
480.08810392425164,6300,0.0,0.3048,71.3,0.00266337
238.54492694051376,8000,0.0,0.3048,71.3,0.00266337
42.7574627666459,10000,0.0,0.3048,71.3,0.00266337
617.5354639129384,12500,0.0,0.3048,71.3,0.00266337
488.7022963581181,16000,0.0,0.3048,71.3,0.00266337
312.0132859034224,500,0.0,0.3048,55.5,0.00283081
321.04889553344725,630,0.0,0.3048,55.5,0.00283081
128.086,800,0.0,0.3048,55.5,0.00283081
126.966,1000,0.0,0.3048,55.5,0.00283081
126.086,1250,0.0,0.3048,55.5,0.00283081
398.329203647828,1600,0.0,0.3048,55.5,0.00283081
300.30021489942226,2000,0.0,0.3048,55.5,0.00283081
179.98358108101405,2500,0.0,0.3048,55.5,0.00283081
381.47481222872545,3150,0.0,0.3048,55.5,0.00283081
313.79471261937437,4000,0.0,0.3048,55.5,0.00283081
119.606,5000,0.0,0.3048,55.5,0.00283081
117.976,6300,0.0,0.3048,55.5,0.00283081
376.3556731481994,8000,0.0,0.3048,55.5,0.00283081
113.076,10000,0.0,0.3048,55.5,0.00283081
111.076,12500,0.0,0.3048,55.5,0.00283081
493.93728595628386,200,0.0,0.3048,39.6,0.00310138
119.319,250,0.0,0.3048,39.6,0.00310138
-146.33148077863368,315,0.0,0.3048,39.6,0.00310138
124.809,400,0.0,0.3048,39.6,0.00310138
62.89824813050994,500,0.0,0.3048,39.6,0.00310138
206.21749838270088,630,0.0,0.3048,39.6,0.00310138
137.19664583595085,800,0.0,0.3048,39.6,0.00310138
127.899,1000,0.0,0.3048,39.6,0.00310138
125.499,1250,0.0,0.3048,39.6,0.00310138
502.29318959529223,1600,0.0,0.3048,39.6,0.00310138
123.689,2000,0.0,0.3048,39.6,0.00310138
121.399,2500,0.0,0.3048,39.6,0.00310138
120.319,3150,0.0,0.3048,39.6,0.00310138
119.229,4000,0.0,0.3048,39.6,0.00310138
380.457012230271,5000,0.0,0.3048,39.6,0.00310138
116.229,6300,0.0,0.3048,39.6,0.00310138
-85.00671561882035,8000,0.0,0.3048,39.6,0.00310138
112.139,10000,0.0,0.3048,39.6,0.00310138
109.619,12500,0.0,0.3048,39.6,0.00310138
697.6074580660955,200,0.0,0.3048,31.7,0.00331266
118.595,250,0.0,0.3048,31.7,0.00331266
164.0745944366658,315,0.0,0.3048,31.7,0.00331266
125.045,400,0.0,0.3048,31.7,0.00331266
127.315,500,0.0,0.3048,31.7,0.00331266
129.095,630,0.0,0.3048,31.7,0.00331266
129.235,800,0.0,0.3048,31.7,0.00331266
293.7562040986458,1000,0.0,0.3048,31.7,0.00331266
115.985324784904,1250,0.0,0.3048,31.7,0.00331266
122.365,1600,0.0,0.3048,31.7,0.00331266
122.375,2000,0.0,0.3048,31.7,0.00331266
120.755,2500,0.0,0.3048,31.7,0.00331266
119.135,3150,0.0,0.3048,31.7,0.00331266
439.2430293752553,4000,0.0,0.3048,31.7,0.00331266
115.645,5000,0.0,0.3048,31.7,0.00331266
371.67217348622444,6300,0.0,0.3048,31.7,0.00331266
110.515,8000,0.0,0.3048,31.7,0.00331266
287.99624269754287,10000,0.0,0.3048,31.7,0.00331266
127.122,800,1.5,0.3048,71.3,0.00336729
125.992,1000,1.5,0.3048,71.3,0.00336729
