SSPL,f,alpha,c,U_infinity,delta
-76.22231203912528,800,0.0,0.3048,71.3,0.00266337
-63.14927334810444,1000,0.0,0.3048,71.3,0.00266337
-40.880985875997915,1250,0.0,0.3048,71.3,0.00266337
-100.30488459167084,1600,0.0,0.3048,71.3,0.00266337
-46.02184266034037,2000,0.0,0.3048,71.3,0.00266337
-35.27098028193266,2500,0.0,0.3048,71.3,0.00266337
125.201,3150,0.0,0.3048,71.3,0.00266337
38.143600402513016,4000,0.0,0.3048,71.3,0.00266337
-19.06218665239515,5000,0.0,0.3048,71.3,0.00266337
-3.213195019141843,6300,0.0,0.3048,71.3,0.00266337
117.151,8000,0.0,0.3048,71.3,0.00266337
-27.937529965543806,10000,0.0,0.3048,71.3,0.00266337
54.60300947123884,12500,0.0,0.3048,71.3,0.00266337
-22.73293498356772,16000,0.0,0.3048,71.3,0.00266337
126.416,500,0.0,0.3048,55.5,0.00283081
-31.128080849491997,630,0.0,0.3048,55.5,0.00283081
-17.554001015548266,800,0.0,0.3048,55.5,0.00283081
-16.423126151457314,1000,0.0,0.3048,55.5,0.00283081
6.079944664002977,1250,0.0,0.3048,55.5,0.00283081
126.986,1600,0.0,0.3048,55.5,0.00283081
17.08958690657084,2000,0.0,0.3048,55.5,0.00283081
-36.70217222905852,2500,0.0,0.3048,55.5,0.00283081
-82.24358667548842,3150,0.0,0.3048,55.5,0.00283081
-65.42952382135995,4000,0.0,0.3048,55.5,0.00283081
-30.709586694330685,5000,0.0,0.3048,55.5,0.00283081
-21.448883651904325,6300,0.0,0.3048,55.5,0.00283081
-10.335845403937016,8000,0.0,0.3048,55.5,0.00283081
-65.72967036964796,10000,0.0,0.3048,55.5,0.00283081
26.249089822811637,12500,0.0,0.3048,55.5,0.00283081
-39.35498591062348,200,0.0,0.3048,39.6,0.00310138
-91.1846085445809,250,0.0,0.3048,39.6,0.00310138
122.779,315,0.0,0.3048,39.6,0.00310138
-42.22692955543929,400,0.0,0.3048,39.6,0.00310138
-18.801724078712716,500,0.0,0.3048,39.6,0.00310138
-24.59588699272602,630,0.0,0.3048,39.6,0.00310138
-102.85895794257297,800,0.0,0.3048,39.6,0.00310138
