SSPL,f,alpha,c,U_infinity,delta
126.201,126.201,0.0,0.3048,71.3,0.00266337
,321.0062013082121,0.0,0.3048,71.3,0.00266337
125.951,125.951,0.0,0.3048,71.3,0.00266337
127.591,127.591,0.0,0.3048,71.3,0.00266337
127.461,127.461,0.0,0.3048,71.3,0.00266337
125.571,125.571,0.0,0.3048,71.3,0.00266337
,610.2551481418343,0.0,0.3048,71.3,0.00266337
123.061,123.061,0.0,0.3048,71.3,0.00266337
121.301,121.301,0.0,0.3048,71.3,0.00266337
119.541,119.541,0.0,0.3048,71.3,0.00266337
117.151,117.151,0.0,0.3048,71.3,0.00266337
115.391,115.391,0.0,0.3048,71.3,0.00266337
112.241,112.241,0.0,0.3048,71.3,0.00266337
108.721,108.721,0.0,0.3048,71.3,0.00266337
,498.95776348420054,0.0,0.3048,55.5,0.00283081
127.696,127.696,0.0,0.3048,55.5,0.00283081
128.086,128.086,0.0,0.3048,55.5,0.00283081
126.966,126.966,0.0,0.3048,55.5,0.00283081
126.086,126.086,0.0,0.3048,55.5,0.00283081
126.986,126.986,0.0,0.3048,55.5,0.00283081
126.616,126.616,0.0,0.3048,55.5,0.00283081
124.106,124.106,0.0,0.3048,55.5,0.00283081
123.236,123.236,0.0,0.3048,55.5,0.00283081
,773.5821483536326,0.0,0.3048,55.5,0.00283081
119.606,119.606,0.0,0.3048,55.5,0.00283081
117.976,117.976,0.0,0.3048,55.5,0.00283081
116.476,116.476,0.0,0.3048,55.5,0.00283081
113.076,113.076,0.0,0.3048,55.5,0.00283081
111.076,111.076,0.0,0.3048,55.5,0.00283081
118.129,118.129,0.0,0.3048,39.6,0.00310138
119.319,119.319,0.0,0.3048,39.6,0.00310138
122.779,122.779,0.0,0.3048,39.6,0.00310138
124.809,124.809,0.0,0.3048,39.6,0.00310138
126.959,126.959,0.0,0.3048,39.6,0.00310138
128.629,128.629,0.0,0.3048,39.6,0.00310138
129.099,129.099,0.0,0.3048,39.6,0.00310138
127.899,127.899,0.0,0.3048,39.6,0.00310138
125.499,125.499,0.0,0.3048,39.6,0.00310138
124.049,124.049,0.0,0.3048,39.6,0.00310138
,616.6219098666957,0.0,0.3048,39.6,0.00310138
121.399,121.399,0.0,0.3048,39.6,0.00310138
120.319,120.319,0.0,0.3048,39.6,0.00310138
119.229,119.229,0.0,0.3048,39.6,0.00310138
,441.77769592257266,0.0,0.3048,39.6,0.00310138
116.229,116.229,0.0,0.3048,39.6,0.00310138
114.779,114.779,0.0,0.3048,39.6,0.00310138
112.139,112.139,0.0,0.3048,39.6,0.00310138
109.619,109.619,0.0,0.3048,39.6,0.00310138
117.195,117.195,0.0,0.3048,31.7,0.00331266
118.595,118.595,0.0,0.3048,31.7,0.00331266
122.765,122.765,0.0,0.3048,31.7,0.00331266
125.045,125.045,0.0,0.3048,31.7,0.00331266
127.315,127.315,0.0,0.3048,31.7,0.00331266
129.095,129.095,0.0,0.3048,31.7,0.00331266
129.235,129.235,0.0,0.3048,31.7,0.00331266
127.365,127.365,0.0,0.3048,31.7,0.00331266
124.355,124.355,0.0,0.3048,31.7,0.00331266
122.365,122.365,0.0,0.3048,31.7,0.00331266
122.375,122.375,0.0,0.3048,31.7,0.00331266
120.755,120.755,0.0,0.3048,31.7,0.00331266
119.135,119.135,0.0,0.3048,31.7,0.00331266
118.145,118.145,0.0,0.3048,31.7,0.00331266
115.645,115.645,0.0,0.3048,31.7,0.00331266
113.775,113.775,0.0,0.3048,31.7,0.00331266
110.515,110.515,0.0,0.3048,31.7,0.00331266
,486.2986471264969,0.0,0.3048,31.7,0.00331266
127.122,127.122,1.5,0.3048,71.3,0.00336729
125.992,125.992,1.5,0.3048,71.3,0.00336729
125.872,125.872,1.5,0.3048,71.3,0.00336729
126.632,126.632,1.5,0.3048,71.3,0.00336729
126.642,126.642,1.5,0.3048,71.3,0.00336729
124.512,124.512,1.5,0.3048,71.3,0.00336729
123.392,123.392,1.5,0.3048,71.3,0.00336729
121.762,121.762,1.5,0.3048,71.3,0.00336729
119.632,119.632,1.5,0.3048,71.3,0.00336729
118.122,118.122,1.5,0.3048,71.3,0.00336729
115.372,115.372,1.5,0.3048,71.3,0.00336729
113.492,113.492,1.5,0.3048,71.3,0.00336729
109.222,109.222,1.5,0.3048,71.3,0.00336729
106.582,106.582,1.5,0.3048,71.3,0.00336729
121.851,121.851,1.5,0.3048,39.6,0.00392107
124.001,124.001,1.5,0.3048,39.6,0.00392107
126.661,126.661,1.5,0.3048,39.6,0.00392107
128.311,128.311,1.5,0.3048,39.6,0.00392107
128.831,128.831,1.5,0.3048,39.6,0.00392107
127.581,127.581,1.5,0.3048,39.6,0.00392107
125.211,125.211,1.5,0.3048,39.6,0.00392107
122.211,122.211,1.5,0.3048,39.6,0.00392107
122.101,122.101,1.5,0.3048,39.6,0.00392107
120.981,120.981,1.5,0.3048,39.6,0.00392107
119.111,119.111,1.5,0.3048,39.6,0.00392107
117.741,117.741,1.5,0.3048,39.6,0.00392107
116.241,116.241,1.5,0.3048,39.6,0.00392107
114.751,114.751,1.5,0.3048,39.6,0.00392107
112.251,112.251,1.5,0.3048,39.6,0.00392107
108.991,108.991,1.5,0.3048,39.6,0.00392107
,460.6081030170276,1.5,0.3048,39.6,0.00392107
127.564,127.564,3.0,0.3048,71.3,0.00425727
