SSPL,f,alpha,c,U_infinity,delta
50.97551500431496,800,0.0,0.3048,71.3,0.00266337
2.5888120311996854,1000,0.0,0.3048,71.3,0.00266337
125.951,1250,0.0,0.3048,71.3,0.00266337
3.41998885597053,1600,0.0,0.3048,71.3,0.00266337
31.67148942734254,2000,0.0,0.3048,71.3,0.00266337
13.306614950505264,2500,0.0,0.3048,71.3,0.00266337
28.653104242832505,3150,0.0,0.3048,71.3,0.00266337
123.061,4000,0.0,0.3048,71.3,0.00266337
121.301,5000,0.0,0.3048,71.3,0.00266337
119.541,6300,0.0,0.3048,71.3,0.00266337
117.151,8000,0.0,0.3048,71.3,0.00266337
-33.03395698333016,10000,0.0,0.3048,71.3,0.00266337
14.063973871811339,12500,0.0,0.3048,71.3,0.00266337
40.8008907460485,16000,0.0,0.3048,71.3,0.00266337
126.416,500,0.0,0.3048,55.5,0.00283081
16.680553116960294,630,0.0,0.3048,55.5,0.00283081
128.086,800,0.0,0.3048,55.5,0.00283081
-23.399019439735316,1000,0.0,0.3048,55.5,0.00283081
14.623702893347042,1250,0.0,0.3048,55.5,0.00283081
2.5553183154087518,1600,0.0,0.3048,55.5,0.00283081
126.616,2000,0.0,0.3048,55.5,0.00283081
124.106,2500,0.0,0.3048,55.5,0.00283081
123.236,3150,0.0,0.3048,55.5,0.00283081
33.74570141703291,4000,0.0,0.3048,55.5,0.00283081
10.10338183347631,5000,0.0,0.3048,55.5,0.00283081
20.278026180255583,6300,0.0,0.3048,55.5,0.00283081
17.272996040306868,8000,0.0,0.3048,55.5,0.00283081
113.076,10000,0.0,0.3048,55.5,0.00283081
31.682729261873433,12500,0.0,0.3048,55.5,0.00283081
3.7298628988933036,200,0.0,0.3048,39.6,0.00310138
16.662897584614633,250,0.0,0.3048,39.6,0.00310138
-5.100489453387596,315,0.0,0.3048,39.6,0.00310138
-0.8931227384148391,400,0.0,0.3048,39.6,0.00310138
22.396886014690075,500,0.0,0.3048,39.6,0.00310138
128.629,630,0.0,0.3048,39.6,0.00310138
129.099,800,0.0,0.3048,39.6,0.00310138
-4.021019559475551,1000,0.0,0.3048,39.6,0.00310138
24.981354938582868,1250,0.0,0.3048,39.6,0.00310138
39.440181594883384,1600,0.0,0.3048,39.6,0.00310138
20.198845028611444,2000,0.0,0.3048,39.6,0.00310138
15.216936289161032,2500,0.0,0.3048,39.6,0.00310138
120.319,3150,0.0,0.3048,39.6,0.00310138
15.187009454683038,4000,0.0,0.3048,39.6,0.00310138
-26.545863416694306,5000,0.0,0.3048,39.6,0.00310138
-7.205741977637405,6300,0.0,0.3048,39.6,0.00310138
9.534900222526854,8000,0.0,0.3048,39.6,0.00310138
8.403304717715551,10000,0.0,0.3048,39.6,0.00310138
-18.347116664809153,12500,0.0,0.3048,39.6,0.00310138
117.195,200,0.0,0.3048,31.7,0.00331266
33.975188116114886,250,0.0,0.3048,31.7,0.00331266
52.871801850523696,315,0.0,0.3048,31.7,0.00331266
125.045,400,0.0,0.3048,31.7,0.00331266
24.255132768896285,500,0.0,0.3048,31.7,0.00331266
129.095,630,0.0,0.3048,31.7,0.00331266
129.235,800,0.0,0.3048,31.7,0.00331266
-4.175770028614337,1000,0.0,0.3048,31.7,0.00331266
-10.569908574403712,1250,0.0,0.3048,31.7,0.00331266
-19.959220667751886,1600,0.0,0.3048,31.7,0.00331266
122.375,2000,0.0,0.3048,31.7,0.00331266
33.27665748276171,2500,0.0,0.3048,31.7,0.00331266
40.910937815887706,3150,0.0,0.3048,31.7,0.00331266
118.145,4000,0.0,0.3048,31.7,0.00331266
