SSPL,f,alpha,c,U_infinity,delta
283.67064056407526,800,0.0,0.3048,71.3,0.00266337
125.201,1000,0.0,0.3048,71.3,0.00266337
125.951,1250,0.0,0.3048,71.3,0.00266337
127.591,1600,0.0,0.3048,71.3,0.00266337
-62.18614161276982,2000,0.0,0.3048,71.3,0.00266337
1.0992608942920856,2500,0.0,0.3048,71.3,0.00266337
125.201,3150,0.0,0.3048,71.3,0.00266337
102.83310559831553,4000,0.0,0.3048,71.3,0.00266337
-105.29182099229384,5000,0.0,0.3048,71.3,0.00266337
-140.96406959147035,6300,0.0,0.3048,71.3,0.00266337
117.151,8000,0.0,0.3048,71.3,0.00266337
115.391,10000,0.0,0.3048,71.3,0.00266337
112.241,12500,0.0,0.3048,71.3,0.00266337
200.0078101962894,16000,0.0,0.3048,71.3,0.00266337
126.416,500,0.0,0.3048,55.5,0.00283081
426.4909462745234,630,0.0,0.3048,55.5,0.00283081
128.086,800,0.0,0.3048,55.5,0.00283081
30.943672322329732,1000,0.0,0.3048,55.5,0.00283081
31.210787264890506,1250,0.0,0.3048,55.5,0.00283081
189.89183356265372,1600,0.0,0.3048,55.5,0.00283081
126.616,2000,0.0,0.3048,55.5,0.00283081
124.106,2500,0.0,0.3048,55.5,0.00283081
123.236,3150,0.0,0.3048,55.5,0.00283081
45.961482639071264,4000,0.0,0.3048,55.5,0.00283081
244.1804320883834,5000,0.0,0.3048,55.5,0.00283081
36.093425855309654,6300,0.0,0.3048,55.5,0.00283081
344.8735526797694,8000,0.0,0.3048,55.5,0.00283081
113.076,10000,0.0,0.3048,55.5,0.00283081
184.72638305825558,12500,0.0,0.3048,55.5,0.00283081
118.129,200,0.0,0.3048,39.6,0.00310138
119.319,250,0.0,0.3048,39.6,0.00310138
122.779,315,0.0,0.3048,39.6,0.00310138
124.809,400,0.0,0.3048,39.6,0.00310138
165.9882714445848,500,0.0,0.3048,39.6,0.00310138
128.629,630,0.0,0.3048,39.6,0.00310138
129.099,800,0.0,0.3048,39.6,0.00310138
106.82784336622969,1000,0.0,0.3048,39.6,0.00310138
125.499,1250,0.0,0.3048,39.6,0.00310138
124.049,1600,0.0,0.3048,39.6,0.00310138
-118.82494350965294,2000,0.0,0.3048,39.6,0.00310138
176.9074040145049,2500,0.0,0.3048,39.6,0.00310138
-2.3962697543264584,3150,0.0,0.3048,39.6,0.00310138
119.229,4000,0.0,0.3048,39.6,0.00310138
117.789,5000,0.0,0.3048,39.6,0.00310138
264.2683758647873,6300,0.0,0.3048,39.6,0.00310138
114.779,8000,0.0,0.3048,39.6,0.00310138
112.139,10000,0.0,0.3048,39.6,0.00310138
284.73858657539927,12500,0.0,0.3048,39.6,0.00310138
-134.8530537126838,200,0.0,0.3048,31.7,0.00331266
101.74689681590012,250,0.0,0.3048,31.7,0.00331266
122.765,315,0.0,0.3048,31.7,0.00331266
125.045,400,0.0,0.3048,31.7,0.00331266
202.9218311430741,500,0.0,0.3048,31.7,0.00331266
129.095,630,0.0,0.3048,31.7,0.00331266
206.16416699530188,800,0.0,0.3048,31.7,0.00331266
-62.27691529435531,1000,0.0,0.3048,31.7,0.00331266
87.42565872778925,1250,0.0,0.3048,31.7,0.00331266
-85.26707790749892,1600,0.0,0.3048,31.7,0.00331266
122.375,2000,0.0,0.3048,31.7,0.00331266
-61.46580337800514,2500,0.0,0.3048,31.7,0.00331266
119.135,3150,0.0,0.3048,31.7,0.00331266
118.145,4000,0.0,0.3048,31.7,0.00331266
145.9456333330146,5000,0.0,0.3048,31.7,0.00331266
310.5105412680213,6300,0.0,0.3048,31.7,0.00331266
110.515,8000,0.0,0.3048,31.7,0.00331266
108.265,10000,0.0,0.3048,31.7,0.00331266
127.122,800,1.5,0.3048,71.3,0.00336729
246.67018014955786,1000,1.5,0.3048,71.3,0.00336729
125.872,1250,1.5,0.3048,71.3,0.00336729
3.276052102738483,1600,1.5,0.3048,71.3,0.00336729
126.642,2000,1.5,0.3048,71.3,0.00336729
124.512,2500,1.5,0.3048,71.3,0.00336729
26.550746512186635,3150,1.5,0.3048,71.3,0.00336729
144.0107962792308,4000,1.5,0.3048,71.3,0.00336729
17.04571187721818,5000,1.5,0.3048,71.3,0.00336729
118.122,6300,1.5,0.3048,71.3,0.00336729
-2.240217279474016,8000,1.5,0.3048,71.3,0.00336729
238.74349409281436,10000,1.5,0.3048,71.3,0.00336729
