SSPL,f,alpha,c,U_infinity,delta
49.72396260139676,800,0.0,0.3048,71.3,0.00266337
142.97375986475922,1000,0.0,0.3048,71.3,0.00266337
70.08891733415838,1250,0.0,0.3048,71.3,0.00266337
127.591,1600,0.0,0.3048,71.3,0.00266337
-76.24379529924413,2000,0.0,0.3048,71.3,0.00266337
183.13322280303655,2500,0.0,0.3048,71.3,0.00266337
100.84132997690642,3150,0.0,0.3048,71.3,0.00266337
156.79538284035402,4000,0.0,0.3048,71.3,0.00266337
121.301,5000,0.0,0.3048,71.3,0.00266337
119.541,6300,0.0,0.3048,71.3,0.00266337
117.151,8000,0.0,0.3048,71.3,0.00266337
115.391,10000,0.0,0.3048,71.3,0.00266337
67.34828620061202,12500,0.0,0.3048,71.3,0.00266337
108.721,16000,0.0,0.3048,71.3,0.00266337
4.590238379047949,500,0.0,0.3048,55.5,0.00283081
154.0120200694778,630,0.0,0.3048,55.5,0.00283081
108.9002840772156,800,0.0,0.3048,55.5,0.00283081
-29.446823224985838,1000,0.0,0.3048,55.5,0.00283081
126.086,1250,0.0,0.3048,55.5,0.00283081
148.34316324865972,1600,0.0,0.3048,55.5,0.00283081
143.31351646980454,2000,0.0,0.3048,55.5,0.00283081
66.18355682540025,2500,0.0,0.3048,55.5,0.00283081
9.805611604671277,3150,0.0,0.3048,55.5,0.00283081
119.22987284485075,4000,0.0,0.3048,55.5,0.00283081
-25.001896250183393,5000,0.0,0.3048,55.5,0.00283081
118.47021463314888,6300,0.0,0.3048,55.5,0.00283081
116.476,8000,0.0,0.3048,55.5,0.00283081
113.076,10000,0.0,0.3048,55.5,0.00283081
111.076,12500,0.0,0.3048,55.5,0.00283081
8.635489179202564,200,0.0,0.3048,39.6,0.00310138
119.319,250,0.0,0.3048,39.6,0.00310138
-22.179072085701875,315,0.0,0.3048,39.6,0.00310138
147.5082736764135,400,0.0,0.3048,39.6,0.00310138
152.8246695525776,500,0.0,0.3048,39.6,0.00310138
-34.40864596189399,630,0.0,0.3048,39.6,0.00310138
129.099,800,0.0,0.3048,39.6,0.00310138
-59.830155121138624,1000,0.0,0.3048,39.6,0.00310138
155.22001805804314,1250,0.0,0.3048,39.6,0.00310138
15.10585503886521,1600,0.0,0.3048,39.6,0.00310138
123.689,2000,0.0,0.3048,39.6,0.00310138
34.30068226972685,2500,0.0,0.3048,39.6,0.00310138
95.08320946954366,3150,0.0,0.3048,39.6,0.00310138
29.847855384020487,4000,0.0,0.3048,39.6,0.00310138
-20.13199113508328,5000,0.0,0.3048,39.6,0.00310138
-1.906944988056372,6300,0.0,0.3048,39.6,0.00310138
-10.995421784438012,8000,0.0,0.3048,39.6,0.00310138
-32.42370013443701,10000,0.0,0.3048,39.6,0.00310138
109.619,12500,0.0,0.3048,39.6,0.00310138
63.34231371093977,200,0.0,0.3048,31.7,0.00331266
118.595,250,0.0,0.3048,31.7,0.00331266
122.765,315,0.0,0.3048,31.7,0.00331266
143.56059792426794,400,0.0,0.3048,31.7,0.00331266
101.73842272873219,500,0.0,0.3048,31.7,0.00331266
27.724963790044384,630,0.0,0.3048,31.7,0.00331266
34.38183501029532,800,0.0,0.3048,31.7,0.00331266
-14.608022177300693,1000,0.0,0.3048,31.7,0.00331266
188.1617204681841,1250,0.0,0.3048,31.7,0.00331266
-82.09316387553419,1600,0.0,0.3048,31.7,0.00331266
122.375,2000,0.0,0.3048,31.7,0.00331266
181.50178132806778,2500,0.0,0.3048,31.7,0.00331266
119.135,3150,0.0,0.3048,31.7,0.00331266
-64.85537477058631,4000,0.0,0.3048,31.7,0.00331266
43.33494586137902,5000,0.0,0.3048,31.7,0.00331266
47.24840851809407,6300,0.0,0.3048,31.7,0.00331266
212.46791925974225,8000,0.0,0.3048,31.7,0.00331266
63.91370859634146,10000,0.0,0.3048,31.7,0.00331266
127.122,800,1.5,0.3048,71.3,0.00336729
149.24218273717565,1000,1.5,0.3048,71.3,0.00336729
131.71692596175774,1250,1.5,0.3048,71.3,0.00336729
127.05388746343958,1600,1.5,0.3048,71.3,0.00336729
126.642,2000,1.5,0.3048,71.3,0.00336729
-40.28961205581203,2500,1.5,0.3048,71.3,0.00336729
62.12171207567878,3150,1.5,0.3048,71.3,0.00336729
108.45076405615957,4000,1.5,0.3048,71.3,0.00336729
171.3153767407958,5000,1.5,0.3048,71.3,0.00336729
102.36881615567566,6300,1.5,0.3048,71.3,0.00336729
115.372,8000,1.5,0.3048,71.3,0.00336729
78.38481318188593,10000,1.5,0.3048,71.3,0.00336729
54.56832453504429,12500,1.5,0.3048,71.3,0.00336729
-49.790958048356444,16000,1.5,0.3048,71.3,0.00336729
121.851,315,1.5,0.3048,39.6,0.00392107
124.001,400,1.5,0.3048,39.6,0.00392107
4.36547022570384,500,1.5,0.3048,39.6,0.00392107
87.17590083173158,630,1.5,0.3048,39.6,0.00392107
155.64268931572656,800,1.5,0.3048,39.6,0.00392107
135.84903236977866,1000,1.5,0.3048,39.6,0.00392107
45.8297098245556,1250,1.5,0.3048,39.6,0.00392107
122.211,1600,1.5,0.3048,39.6,0.00392107
119.75620351026718,2000,1.5,0.3048,39.6,0.00392107
123.9381874384191,2500,1.5,0.3048,39.6,0.00392107
32.79477022727425,3150,1.5,0.3048,39.6,0.00392107
72.17580620618466,4000,1.5,0.3048,39.6,0.00392107
64.5106663769343,5000,1.5,0.3048,39.6,0.00392107
114.751,6300,1.5,0.3048,39.6,0.00392107
93.41754451564265,8000,1.5,0.3048,39.6,0.00392107
108.991,10000,1.5,0.3048,39.6,0.00392107
106.111,12500,1.5,0.3048,39.6,0.00392107
112.74429813637441,400,3.0,0.3048,71.3,0.00425727
128.454,500,3.0,0.3048,71.3,0.00425727
-19.50055705530894,630,3.0,0.3048,71.3,0.00425727
-13.037725975639637,800,3.0,0.3048,71.3,0.00425727
129.004,1000,3.0,0.3048,71.3,0.00425727
84.00159759582961,1250,3.0,0.3048,71.3,0.00425727
69.51799012773806,1600,3.0,0.3048,71.3,0.00425727
125.524,2000,3.0,0.3048,71.3,0.00425727
132.67853606847282,2500,3.0,0.3048,71.3,0.00425727
74.93130111688994,3150,3.0,0.3048,71.3,0.00425727
-10.814784953355247,4000,3.0,0.3048,71.3,0.00425727
62.53253246935663,5000,3.0,0.3048,71.3,0.00425727
35.821724081403836,6300,3.0,0.3048,71.3,0.00425727
132.16597384477575,8000,3.0,0.3048,71.3,0.00425727
126.07400299447451,10000,3.0,0.3048,71.3,0.00425727
78.33731337958137,400,3.0,0.3048,55.5,0.00452492
23.495912616714342,500,3.0,0.3048,55.5,0.00452492
-56.47936764849647,630,3.0,0.3048,55.5,0.00452492
104.23997518647997,800,3.0,0.3048,55.5,0.00452492
146.84078836269697,1000,3.0,0.3048,55.5,0.00452492
127.329,1250,3.0,0.3048,55.5,0.00452492
-45.26703355777929,1600,3.0,0.3048,55.5,0.00452492
-20.320363369013332,2000,3.0,0.3048,55.5,0.00452492
146.49245372326652,2500,3.0,0.3048,55.5,0.00452492
176.60172693526587,3150,3.0,0.3048,55.5,0.00452492
118.689,4000,3.0,0.3048,55.5,0.00452492
79.5862504500065,5000,3.0,0.3048,55.5,0.00452492
115.679,6300,3.0,0.3048,55.5,0.00452492
-32.202023710446035,8000,3.0,0.3048,55.5,0.00452492
112.169,10000,3.0,0.3048,55.5,0.00452492
38.68190171629166,315,3.0,0.3048,39.6,0.00495741
125.472,400,3.0,0.3048,39.6,0.00495741
162.0183191667192,500,3.0,0.3048,39.6,0.00495741
11.810167080740257,630,3.0,0.3048,39.6,0.00495741
129.552,800,3.0,0.3048,39.6,0.00495741
128.312,1000,3.0,0.3048,39.6,0.00495741
26.57287254755193,1250,3.0,0.3048,39.6,0.00495741
122.782,1600,3.0,0.3048,39.6,0.00495741
-56.63035369629221,2000,3.0,0.3048,39.6,0.00495741
154.36139553091547,2500,3.0,0.3048,39.6,0.00495741
118.922,3150,3.0,0.3048,39.6,0.00495741
116.792,4000,3.0,0.3048,39.6,0.00495741
83.25064753052682,5000,3.0,0.3048,39.6,0.00495741
16.225969513839622,6300,3.0,0.3048,39.6,0.00495741
176.1609717317824,8000,3.0,0.3048,39.6,0.00495741
17.780434008585107,315,3.0,0.3048,31.7,0.00529514
