SSPL,f,alpha,c,U_infinity,delta
126.201,800,0.0,0.3048,71.3,0.00266337
488.9751680627976,1000,0.0,0.3048,71.3,0.00266337
839.2257929156173,1250,0.0,0.3048,71.3,0.00266337
180.36858064030088,1600,0.0,0.3048,71.3,0.00266337
127.461,2000,0.0,0.3048,71.3,0.00266337
253.9976815915172,2500,0.0,0.3048,71.3,0.00266337
125.201,3150,0.0,0.3048,71.3,0.00266337
123.061,4000,0.0,0.3048,71.3,0.00266337
121.301,5000,0.0,0.3048,71.3,0.00266337
119.541,6300,0.0,0.3048,71.3,0.00266337
117.151,8000,0.0,0.3048,71.3,0.00266337
647.7370946434627,10000,0.0,0.3048,71.3,0.00266337
669.6005474267888,12500,0.0,0.3048,71.3,0.00266337
906.9108543341966,16000,0.0,0.3048,71.3,0.00266337
126.416,500,0.0,0.3048,55.5,0.00283081
127.696,630,0.0,0.3048,55.5,0.00283081
297.1228053902604,800,0.0,0.3048,55.5,0.00283081
34.26314660063626,1000,0.0,0.3048,55.5,0.00283081
126.086,1250,0.0,0.3048,55.5,0.00283081
480.7776542045478,1600,0.0,0.3048,55.5,0.00283081
1152.2817592443987,2000,0.0,0.3048,55.5,0.00283081
124.106,2500,0.0,0.3048,55.5,0.00283081
123.236,3150,0.0,0.3048,55.5,0.00283081
509.91133287542175,4000,0.0,0.3048,55.5,0.00283081
528.3327285657646,5000,0.0,0.3048,55.5,0.00283081
141.78416389283717,6300,0.0,0.3048,55.5,0.00283081
245.03597799109454,8000,0.0,0.3048,55.5,0.00283081
113.076,10000,0.0,0.3048,55.5,0.00283081
71.34632025176276,12500,0.0,0.3048,55.5,0.00283081
118.129,200,0.0,0.3048,39.6,0.00310138
119.319,250,0.0,0.3048,39.6,0.00310138
631.0785047288953,315,0.0,0.3048,39.6,0.00310138
124.809,400,0.0,0.3048,39.6,0.00310138
126.959,500,0.0,0.3048,39.6,0.00310138
435.0840614669485,630,0.0,0.3048,39.6,0.00310138
25.80683338857146,800,0.0,0.3048,39.6,0.00310138
127.899,1000,0.0,0.3048,39.6,0.00310138
125.499,1250,0.0,0.3048,39.6,0.00310138
614.4903369745226,1600,0.0,0.3048,39.6,0.00310138
547.2150516705327,2000,0.0,0.3048,39.6,0.00310138
339.01526570543695,2500,0.0,0.3048,39.6,0.00310138
120.319,3150,0.0,0.3048,39.6,0.00310138
119.229,4000,0.0,0.3048,39.6,0.00310138
388.8017948454928,5000,0.0,0.3048,39.6,0.00310138
960.4460769084676,6300,0.0,0.3048,39.6,0.00310138
1005.9804446046787,8000,0.0,0.3048,39.6,0.00310138
112.139,10000,0.0,0.3048,39.6,0.00310138
109.619,12500,0.0,0.3048,39.6,0.00310138
596.6307022591049,200,0.0,0.3048,31.7,0.00331266
232.49343511188695,250,0.0,0.3048,31.7,0.00331266
642.3291128116438,315,0.0,0.3048,31.7,0.00331266
125.045,400,0.0,0.3048,31.7,0.00331266
127.315,500,0.0,0.3048,31.7,0.00331266
900.3404801235728,630,0.0,0.3048,31.7,0.00331266
161.178448208547,800,0.0,0.3048,31.7,0.00331266
146.51074663643476,1000,0.0,0.3048,31.7,0.00331266
124.355,1250,0.0,0.3048,31.7,0.00331266
272.24817450840766,1600,0.0,0.3048,31.7,0.00331266
122.375,2000,0.0,0.3048,31.7,0.00331266
120.755,2500,0.0,0.3048,31.7,0.00331266
402.7428131903099,3150,0.0,0.3048,31.7,0.00331266
118.145,4000,0.0,0.3048,31.7,0.00331266
145.8679174916951,5000,0.0,0.3048,31.7,0.00331266
500.2496498305527,6300,0.0,0.3048,31.7,0.00331266
110.515,8000,0.0,0.3048,31.7,0.00331266
108.265,10000,0.0,0.3048,31.7,0.00331266
378.17801749695684,800,1.5,0.3048,71.3,0.00336729
125.992,1000,1.5,0.3048,71.3,0.00336729
372.356826842915,1250,1.5,0.3048,71.3,0.00336729
381.1683164435435,1600,1.5,0.3048,71.3,0.00336729
165.48452177582166,2000,1.5,0.3048,71.3,0.00336729
124.512,2500,1.5,0.3048,71.3,0.00336729
307.16046341885385,3150,1.5,0.3048,71.3,0.00336729
121.762,4000,1.5,0.3048,71.3,0.00336729
119.632,5000,1.5,0.3048,71.3,0.00336729
454.7600311097966,6300,1.5,0.3048,71.3,0.00336729
96.01641374483806,8000,1.5,0.3048,71.3,0.00336729
340.57437445115727,10000,1.5,0.3048,71.3,0.00336729
109.222,12500,1.5,0.3048,71.3,0.00336729
106.582,16000,1.5,0.3048,71.3,0.00336729
805.0510565441292,315,1.5,0.3048,39.6,0.00392107
853.704437487145,400,1.5,0.3048,39.6,0.00392107
286.08705574517256,500,1.5,0.3048,39.6,0.00392107
63.63531000648856,630,1.5,0.3048,39.6,0.00392107
128.831,800,1.5,0.3048,39.6,0.00392107
127.581,1000,1.5,0.3048,39.6,0.00392107
125.211,1250,1.5,0.3048,39.6,0.00392107
78.9085147840325,1600,1.5,0.3048,39.6,0.00392107
122.101,2000,1.5,0.3048,39.6,0.00392107
102.02355762697897,2500,1.5,0.3048,39.6,0.00392107
615.06012493578,3150,1.5,0.3048,39.6,0.00392107
117.741,4000,1.5,0.3048,39.6,0.00392107
116.241,5000,1.5,0.3048,39.6,0.00392107
237.53960584794382,6300,1.5,0.3048,39.6,0.00392107
735.5759231261203,8000,1.5,0.3048,39.6,0.00392107
905.312728246781,10000,1.5,0.3048,39.6,0.00392107
106.111,12500,1.5,0.3048,39.6,0.00392107
127.564,400,3.0,0.3048,71.3,0.00425727
-1.795746882628857,500,3.0,0.3048,71.3,0.00425727
870.484899053743,630,3.0,0.3048,71.3,0.00425727
118.08756572268659,800,3.0,0.3048,71.3,0.00425727
129.004,1000,3.0,0.3048,71.3,0.00425727
672.3307627404566,1250,3.0,0.3048,71.3,0.00425727
97.62142157060696,1600,3.0,0.3048,71.3,0.00425727
125.524,2000,3.0,0.3048,71.3,0.00425727
124.024,2500,3.0,0.3048,71.3,0.00425727
121.514,3150,3.0,0.3048,71.3,0.00425727
613.0973015263882,4000,3.0,0.3048,71.3,0.00425727
830.5512569554052,5000,3.0,0.3048,71.3,0.00425727
116.134,6300,3.0,0.3048,71.3,0.00425727
586.3365044442646,8000,3.0,0.3048,71.3,0.00425727
241.9212057054001,10000,3.0,0.3048,71.3,0.00425727
-49.55955858664141,400,3.0,0.3048,55.5,0.00452492
881.6604771132176,500,3.0,0.3048,55.5,0.00452492
161.04494958378618,630,3.0,0.3048,55.5,0.00452492
369.88525498487536,800,3.0,0.3048,55.5,0.00452492
129.329,1000,3.0,0.3048,55.5,0.00452492
127.329,1250,3.0,0.3048,55.5,0.00452492
744.3012486862846,1600,3.0,0.3048,55.5,0.00452492
1349.4630571105852,2000,3.0,0.3048,55.5,0.00452492
122.439,2500,3.0,0.3048,55.5,0.00452492
782.7752610065675,3150,3.0,0.3048,55.5,0.00452492
305.18775700371043,4000,3.0,0.3048,55.5,0.00452492
703.7893475844135,5000,3.0,0.3048,55.5,0.00452492
1029.6681601678338,6300,3.0,0.3048,55.5,0.00452492
113.799,8000,3.0,0.3048,55.5,0.00452492
-38.68945255693776,10000,3.0,0.3048,55.5,0.00452492
-125.17819979675346,315,3.0,0.3048,39.6,0.00495741
125.472,400,3.0,0.3048,39.6,0.00495741
770.1437868896963,500,3.0,0.3048,39.6,0.00495741
191.36700607735906,630,3.0,0.3048,39.6,0.00495741
129.552,800,3.0,0.3048,39.6,0.00495741
0.42109270722360537,1000,3.0,0.3048,39.6,0.00495741
125.802,1250,3.0,0.3048,39.6,0.00495741
122.782,1600,3.0,0.3048,39.6,0.00495741
687.008780982638,2000,3.0,0.3048,39.6,0.00495741
120.162,2500,3.0,0.3048,39.6,0.00495741
118.922,3150,3.0,0.3048,39.6,0.00495741
744.6942612740604,4000,3.0,0.3048,39.6,0.00495741
115.792,5000,3.0,0.3048,39.6,0.00495741
379.3916179983005,6300,3.0,0.3048,39.6,0.00495741
872.8329042825666,8000,3.0,0.3048,39.6,0.00495741
123.118,315,3.0,0.3048,31.7,0.00529514
125.398,400,3.0,0.3048,31.7,0.00529514
127.548,500,3.0,0.3048,31.7,0.00529514
101.28402420008965,630,3.0,0.3048,31.7,0.00529514
128.708,800,3.0,0.3048,31.7,0.00529514
