SSPL,f,alpha,c,U_infinity,delta
-18.060930693724686,800,0.0,0.3048,71.3,0.00266337
-55.73345801872218,1000,0.0,0.3048,71.3,0.00266337
-18.19526481030689,1250,0.0,0.3048,71.3,0.00266337
-51.78444870556588,1600,0.0,0.3048,71.3,0.00266337
9.09580941435881,2000,0.0,0.3048,71.3,0.00266337
-78.08423338352816,2500,0.0,0.3048,71.3,0.00266337
-37.97882946087989,3150,0.0,0.3048,71.3,0.00266337
-37.59481465132541,4000,0.0,0.3048,71.3,0.00266337
-54.634493504028235,5000,0.0,0.3048,71.3,0.00266337
-57.00956732548509,6300,0.0,0.3048,71.3,0.00266337
-45.033326672213974,8000,0.0,0.3048,71.3,0.00266337
-30.344408869108342,10000,0.0,0.3048,71.3,0.00266337
-38.01347256541634,12500,0.0,0.3048,71.3,0.00266337
-30.74103443936452,16000,0.0,0.3048,71.3,0.00266337
126.416,500,0.0,0.3048,55.5,0.00283081
-17.94308720721931,630,0.0,0.3048,55.5,0.00283081
-6.808965593764959,800,0.0,0.3048,55.5,0.00283081
126.966,1000,0.0,0.3048,55.5,0.00283081
-15.670126547267232,1250,0.0,0.3048,55.5,0.00283081
-23.43325644705696,1600,0.0,0.3048,55.5,0.00283081
-55.01428505258574,2000,0.0,0.3048,55.5,0.00283081
-6.892003433064383,2500,0.0,0.3048,55.5,0.00283081
-12.861716308104395,3150,0.0,0.3048,55.5,0.00283081
-24.057471324182615,4000,0.0,0.3048,55.5,0.00283081
-29.070614052813127,5000,0.0,0.3048,55.5,0.00283081
-26.857422044222034,6300,0.0,0.3048,55.5,0.00283081
9.842249729264092,8000,0.0,0.3048,55.5,0.00283081
-36.97981660989734,10000,0.0,0.3048,55.5,0.00283081
-38.94229713529768,12500,0.0,0.3048,55.5,0.00283081
-10.767664324783976,200,0.0,0.3048,39.6,0.00310138
-26.11742302327152,250,0.0,0.3048,39.6,0.00310138
-61.68186928032242,315,0.0,0.3048,39.6,0.00310138
30.462859600882197,400,0.0,0.3048,39.6,0.00310138
-45.47592657226496,500,0.0,0.3048,39.6,0.00310138
-27.26426045086821,630,0.0,0.3048,39.6,0.00310138
129.099,800,0.0,0.3048,39.6,0.00310138
-12.803458351572422,1000,0.0,0.3048,39.6,0.00310138
30.781366194860556,1250,0.0,0.3048,39.6,0.00310138
-52.48354518245076,1600,0.0,0.3048,39.6,0.00310138
123.689,2000,0.0,0.3048,39.6,0.00310138
-41.62803258544103,2500,0.0,0.3048,39.6,0.00310138
-49.28146175889495,3150,0.0,0.3048,39.6,0.00310138
-69.01071663758795,4000,0.0,0.3048,39.6,0.00310138
-5.814528262009337,5000,0.0,0.3048,39.6,0.00310138
-41.16414890416496,6300,0.0,0.3048,39.6,0.00310138
-71.79876114612333,8000,0.0,0.3048,39.6,0.00310138
-51.150747642896114,10000,0.0,0.3048,39.6,0.00310138
-69.58391524310036,12500,0.0,0.3048,39.6,0.00310138
-13.525038546674171,200,0.0,0.3048,31.7,0.00331266
-25.102150293871933,250,0.0,0.3048,31.7,0.00331266
-2.9418337710801743,315,0.0,0.3048,31.7,0.00331266
125.045,400,0.0,0.3048,31.7,0.00331266
127.315,500,0.0,0.3048,31.7,0.00331266
-62.095354091420724,630,0.0,0.3048,31.7,0.00331266
-14.419223266561485,800,0.0,0.3048,31.7,0.00331266
-40.08947625488776,1000,0.0,0.3048,31.7,0.00331266
-39.17010067382836,1250,0.0,0.3048,31.7,0.00331266
-67.89814142555056,1600,0.0,0.3048,31.7,0.00331266
-48.326050039387745,2000,0.0,0.3048,31.7,0.00331266
-58.58659121494627,2500,0.0,0.3048,31.7,0.00331266
-50.25222313082113,3150,0.0,0.3048,31.7,0.00331266
-71.10893823638365,4000,0.0,0.3048,31.7,0.00331266
-16.309977711277078,5000,0.0,0.3048,31.7,0.00331266
-2.072731513929266,6300,0.0,0.3048,31.7,0.00331266
13.235973661178537,8000,0.0,0.3048,31.7,0.00331266
-32.08406245155093,10000,0.0,0.3048,31.7,0.00331266
-36.34247861018536,800,1.5,0.3048,71.3,0.00336729
-42.5699290498728,1000,1.5,0.3048,71.3,0.00336729
-14.856239940672504,1250,1.5,0.3048,71.3,0.00336729
21.756166149061258,1600,1.5,0.3048,71.3,0.00336729
-41.18180672662507,2000,1.5,0.3048,71.3,0.00336729
-13.923029321852907,2500,1.5,0.3048,71.3,0.00336729
123.392,3150,1.5,0.3048,71.3,0.00336729
121.762,4000,1.5,0.3048,71.3,0.00336729
-9.31461867533028,5000,1.5,0.3048,71.3,0.00336729
-31.597037876972813,6300,1.5,0.3048,71.3,0.00336729
-30.965454392791187,8000,1.5,0.3048,71.3,0.00336729
113.492,10000,1.5,0.3048,71.3,0.00336729
109.222,12500,1.5,0.3048,71.3,0.00336729
-80.74986910931048,16000,1.5,0.3048,71.3,0.00336729
-55.93156981512823,315,1.5,0.3048,39.6,0.00392107
124.001,400,1.5,0.3048,39.6,0.00392107
-7.8217908723679095,500,1.5,0.3048,39.6,0.00392107
-2.916008032119391,630,1.5,0.3048,39.6,0.00392107
128.831,800,1.5,0.3048,39.6,0.00392107
-45.5335051612308,1000,1.5,0.3048,39.6,0.00392107
125.211,1250,1.5,0.3048,39.6,0.00392107
-24.487020510170147,1600,1.5,0.3048,39.6,0.00392107
122.101,2000,1.5,0.3048,39.6,0.00392107
120.981,2500,1.5,0.3048,39.6,0.00392107
119.111,3150,1.5,0.3048,39.6,0.00392107
-15.306394942299587,4000,1.5,0.3048,39.6,0.00392107
24.728723830108443,5000,1.5,0.3048,39.6,0.00392107
-18.510222155066035,6300,1.5,0.3048,39.6,0.00392107
112.251,8000,1.5,0.3048,39.6,0.00392107
-59.664038389053495,10000,1.5,0.3048,39.6,0.00392107
-40.232467612543516,12500,1.5,0.3048,39.6,0.00392107
-20.69738869406726,400,3.0,0.3048,71.3,0.00425727
23.131853571442278,500,3.0,0.3048,71.3,0.00425727
-31.059722132173416,630,3.0,0.3048,71.3,0.00425727
-39.56169022429103,800,3.0,0.3048,71.3,0.00425727
22.288978029318894,1000,3.0,0.3048,71.3,0.00425727
-16.431667546533856,1250,3.0,0.3048,71.3,0.00425727
2.772010410965342,1600,3.0,0.3048,71.3,0.00425727
-65.5126978603305,2000,3.0,0.3048,71.3,0.00425727
-46.257114684998115,2500,3.0,0.3048,71.3,0.00425727
-24.346479302790748,3150,3.0,0.3048,71.3,0.00425727
6.583516285901421,4000,3.0,0.3048,71.3,0.00425727
9.572654037383128,5000,3.0,0.3048,71.3,0.00425727
116.134,6300,3.0,0.3048,71.3,0.00425727
-7.747856959088914,8000,3.0,0.3048,71.3,0.00425727
-79.1169420895178,10000,3.0,0.3048,71.3,0.00425727
-73.51306000718728,400,3.0,0.3048,55.5,0.00452492
-71.62757238479492,500,3.0,0.3048,55.5,0.00452492
129.569,630,3.0,0.3048,55.5,0.00452492
-24.522421140198496,800,3.0,0.3048,55.5,0.00452492
-3.7575029739440753,1000,3.0,0.3048,55.5,0.00452492
-37.71162021754111,1250,3.0,0.3048,55.5,0.00452492
