SSPL,f,alpha,c,U_infinity,delta
622.0379960118365,800,0.0,0.3048,71.3,0.00266337
901.9669313345391,1000,0.0,0.3048,71.3,0.00266337
221.7541460123437,1250,0.0,0.3048,71.3,0.00266337
127.591,1600,0.0,0.3048,71.3,0.00266337
127.461,2000,0.0,0.3048,71.3,0.00266337
125.571,2500,0.0,0.3048,71.3,0.00266337
125.201,3150,0.0,0.3048,71.3,0.00266337
123.061,4000,0.0,0.3048,71.3,0.00266337
899.2821444798368,5000,0.0,0.3048,71.3,0.00266337
653.9587915070166,6300,0.0,0.3048,71.3,0.00266337
724.2876932837021,8000,0.0,0.3048,71.3,0.00266337
115.391,10000,0.0,0.3048,71.3,0.00266337
112.241,12500,0.0,0.3048,71.3,0.00266337
702.1829288962354,16000,0.0,0.3048,71.3,0.00266337
126.416,500,0.0,0.3048,55.5,0.00283081
127.696,630,0.0,0.3048,55.5,0.00283081
524.9766015032876,800,0.0,0.3048,55.5,0.00283081
126.966,1000,0.0,0.3048,55.5,0.00283081
401.2825627557392,1250,0.0,0.3048,55.5,0.00283081
1135.7401221633245,1600,0.0,0.3048,55.5,0.00283081
126.616,2000,0.0,0.3048,55.5,0.00283081
481.52936563343724,2500,0.0,0.3048,55.5,0.00283081
123.236,3150,0.0,0.3048,55.5,0.00283081
121.106,4000,0.0,0.3048,55.5,0.00283081
582.6577132600712,5000,0.0,0.3048,55.5,0.00283081
614.0551726531166,6300,0.0,0.3048,55.5,0.00283081
116.476,8000,0.0,0.3048,55.5,0.00283081
113.076,10000,0.0,0.3048,55.5,0.00283081
111.076,12500,0.0,0.3048,55.5,0.00283081
118.129,200,0.0,0.3048,39.6,0.00310138
119.319,250,0.0,0.3048,39.6,0.00310138
122.779,315,0.0,0.3048,39.6,0.00310138
390.03963113417444,400,0.0,0.3048,39.6,0.00310138
126.959,500,0.0,0.3048,39.6,0.00310138
976.4056414947901,630,0.0,0.3048,39.6,0.00310138
339.53377350894795,800,0.0,0.3048,39.6,0.00310138
127.899,1000,0.0,0.3048,39.6,0.00310138
125.499,1250,0.0,0.3048,39.6,0.00310138
124.049,1600,0.0,0.3048,39.6,0.00310138
123.689,2000,0.0,0.3048,39.6,0.00310138
121.399,2500,0.0,0.3048,39.6,0.00310138
120.319,3150,0.0,0.3048,39.6,0.00310138
119.229,4000,0.0,0.3048,39.6,0.00310138
117.789,5000,0.0,0.3048,39.6,0.00310138
116.229,6300,0.0,0.3048,39.6,0.00310138
114.779,8000,0.0,0.3048,39.6,0.00310138
1037.181798394385,10000,0.0,0.3048,39.6,0.00310138
519.0761440302982,12500,0.0,0.3048,39.6,0.00310138
117.195,200,0.0,0.3048,31.7,0.00331266
1234.2469919394955,250,0.0,0.3048,31.7,0.00331266
1100.8809970340533,315,0.0,0.3048,31.7,0.00331266
125.045,400,0.0,0.3048,31.7,0.00331266
127.315,500,0.0,0.3048,31.7,0.00331266
100.28872884552017,630,0.0,0.3048,31.7,0.00331266
129.235,800,0.0,0.3048,31.7,0.00331266
1017.6406517704289,1000,0.0,0.3048,31.7,0.00331266
124.355,1250,0.0,0.3048,31.7,0.00331266
122.365,1600,0.0,0.3048,31.7,0.00331266
122.375,2000,0.0,0.3048,31.7,0.00331266
607.3223410976713,2500,0.0,0.3048,31.7,0.00331266
281.41276051314253,3150,0.0,0.3048,31.7,0.00331266
118.145,4000,0.0,0.3048,31.7,0.00331266
115.645,5000,0.0,0.3048,31.7,0.00331266
1039.4986157944513,6300,0.0,0.3048,31.7,0.00331266
498.6886682068899,8000,0.0,0.3048,31.7,0.00331266
108.265,10000,0.0,0.3048,31.7,0.00331266
915.70394350641,800,1.5,0.3048,71.3,0.00336729
698.4372903776459,1000,1.5,0.3048,71.3,0.00336729
125.872,1250,1.5,0.3048,71.3,0.00336729
776.1504101756956,1600,1.5,0.3048,71.3,0.00336729
126.642,2000,1.5,0.3048,71.3,0.00336729
124.512,2500,1.5,0.3048,71.3,0.00336729
849.3068109196723,3150,1.5,0.3048,71.3,0.00336729
121.762,4000,1.5,0.3048,71.3,0.00336729
119.632,5000,1.5,0.3048,71.3,0.00336729
855.2273837192917,6300,1.5,0.3048,71.3,0.00336729
115.372,8000,1.5,0.3048,71.3,0.00336729
725.6303860725261,10000,1.5,0.3048,71.3,0.00336729
109.222,12500,1.5,0.3048,71.3,0.00336729
595.7469965523721,16000,1.5,0.3048,71.3,0.00336729
121.851,315,1.5,0.3048,39.6,0.00392107
124.001,400,1.5,0.3048,39.6,0.00392107
126.661,500,1.5,0.3048,39.6,0.00392107
128.311,630,1.5,0.3048,39.6,0.00392107
413.69204082268396,800,1.5,0.3048,39.6,0.00392107
861.8539756725186,1000,1.5,0.3048,39.6,0.00392107
125.211,1250,1.5,0.3048,39.6,0.00392107
405.43568958271356,1600,1.5,0.3048,39.6,0.00392107
122.101,2000,1.5,0.3048,39.6,0.00392107
120.981,2500,1.5,0.3048,39.6,0.00392107
486.66063514745133,3150,1.5,0.3048,39.6,0.00392107
801.959942196917,4000,1.5,0.3048,39.6,0.00392107
116.241,5000,1.5,0.3048,39.6,0.00392107
965.0067512358032,6300,1.5,0.3048,39.6,0.00392107
112.251,8000,1.5,0.3048,39.6,0.00392107
595.6802405609466,10000,1.5,0.3048,39.6,0.00392107
106.111,12500,1.5,0.3048,39.6,0.00392107
353.37731695874794,400,3.0,0.3048,71.3,0.00425727
128.454,500,3.0,0.3048,71.3,0.00425727
