file,Within-Class Distance,Between-Class Distance,J Value
clean.csv,5707.335249629523,6910.976750370476,1.2108937793375787
dirty-mode-5.csv,5957.91129518801,6660.400704811989,1.1179086721535036
dirty-mode-10.csv,6337.502626000844,6280.809373999156,0.9910543229175017
dirty-mode-15.csv,6950.96715158354,5667.34484841646,0.8153318415733485
dirty-mode-20.csv,7040.0065906642085,5578.305409335792,0.7923721856643166
dirty-mode-25.csv,7810.761432033015,4807.550567966983,0.6155034448050803
dirty-mode-30.csv,7665.190011786031,4953.121988213969,0.6461838494020404
dirty-mode-35.csv,7998.748235642897,4619.563764357097,0.5775358378917399
dirty-mode-40.csv,8506.294066281982,4112.017933718018,0.48340886191762483
dirty-mode-45.csv,8587.849589404368,4030.462410595628,0.4693214952865949
dirty-mode-50.csv,9494.254605050894,3124.0573949491018,0.329047147449271
dirty-mode-55.csv,9573.85146279441,3044.4605372055926,0.3179974693608812
dirty-mode-60.csv,9379.118675045345,3239.1933249546582,0.34536222828409807
dirty-mode-65.csv,10038.13814222328,2580.1738577767214,0.257037094052708
dirty-mode-70.csv,10679.958706176583,1938.3532938234137,0.18149445584488993
dirty-mode-75.csv,11211.747984744812,1406.564015255188,0.1254544801728526
dirty-mode-80.csv,11257.632818409806,1360.6791815902,0.12086725544690508
dirty-mode-85.csv,11151.494033313407,1466.8179666865947,0.13153555589095928
dirty-mode-90.csv,11768.467988565395,849.8440114346081,0.0722136485615921
dirty-mode-95.csv,12278.868758411745,339.4432415882454,0.02764450441378868
dirty-knn-5.csv,5707.335249629523,6910.976750370476,1.2108937793375787
dirty-knn-10.csv,5722.250048471593,6896.061951528408,1.2051311797131863
dirty-knn-15.csv,5707.335249629523,6910.976750370476,1.2108937793375787
dirty-knn-20.csv,5732.912530976546,6885.399469023455,1.2010299183564543
dirty-knn-25.csv,5732.912530976546,6885.399469023455,1.2010299183564543
dirty-knn-30.csv,5733.238691813696,6885.073308186303,1.2009047029591273
dirty-knn-35.csv,5722.250048471593,6896.061951528408,1.2051311797131863
