file,Consistent Count,Missing Total,Consistent Rate
dirty-mode-5.csv,2,50,0.04
dirty-mode-10.csv,11,100,0.11
dirty-mode-15.csv,11,150,0.07333333333333333
dirty-mode-20.csv,12,200,0.06
dirty-mode-25.csv,17,250,0.068
dirty-mode-30.csv,25,300,0.08333333333333333
dirty-mode-35.csv,32,350,0.09142857142857143
dirty-mode-40.csv,35,400,0.0875
dirty-mode-45.csv,36,450,0.08
dirty-mode-50.csv,31,500,0.062
dirty-mode-55.csv,44,550,0.08
dirty-mode-60.csv,47,600,0.07833333333333334
dirty-mode-65.csv,44,650,0.06769230769230769
dirty-mode-70.csv,60,700,0.08571428571428572
dirty-mode-75.csv,61,750,0.08133333333333333
dirty-mode-80.csv,61,800,0.07625
dirty-mode-85.csv,68,850,0.08
dirty-mode-90.csv,73,900,0.0811111111111111
dirty-mode-95.csv,71,950,0.07473684210526316
dirty-knn-5.csv,50,50,1.0
dirty-knn-10.csv,99,100,0.99
dirty-knn-15.csv,150,150,1.0
dirty-knn-20.csv,198,200,0.99
dirty-knn-25.csv,248,250,0.992
dirty-knn-30.csv,298,300,0.9933333333333333
dirty-knn-35.csv,349,350,0.9971428571428571
dirty-knn-40.csv,397,400,0.9925
dirty-knn-45.csv,446,450,0.9911111111111112
dirty-knn-50.csv,496,500,0.992
dirty-knn-55.csv,547,550,0.9945454545454545
dirty-knn-60.csv,597,600,0.995
dirty-knn-65.csv,647,650,0.9953846153846154
dirty-knn-70.csv,673,700,0.9614285714285714
dirty-knn-75.csv,695,750,0.9266666666666666
dirty-knn-80.csv,671,800,0.83875
dirty-knn-85.csv,672,850,0.7905882352941176
dirty-knn-90.csv,504,900,0.56
dirty-knn-95.csv,301,950,0.31684210526315787
dirty-hdi-5.csv,50,50,1.0
dirty-hdi-10.csv,99,100,0.99
dirty-hdi-15.csv,150,150,1.0
dirty-hdi-20.csv,198,200,0.99
dirty-hdi-25.csv,248,250,0.992
dirty-hdi-30.csv,300,300,1.0
dirty-hdi-35.csv,349,350,0.9971428571428571
dirty-hdi-40.csv,398,400,0.995
dirty-hdi-45.csv,447,450,0.9933333333333333
dirty-hdi-50.csv,497,500,0.994
dirty-hdi-55.csv,548,550,0.9963636363636363
dirty-hdi-60.csv,599,600,0.9983333333333333
dirty-hdi-65.csv,648,650,0.9969230769230769
dirty-hdi-70.csv,697,700,0.9957142857142857
dirty-hdi-75.csv,747,750,0.996
dirty-hdi-80.csv,799,800,0.99875
dirty-hdi-85.csv,847,850,0.9964705882352941
dirty-hdi-90.csv,832,900,0.9244444444444444
dirty-hdi-95.csv,633,950,0.6663157894736842
dirty-mice-5.csv,1,50,0.02
dirty-mice-10.csv,4,100,0.04
dirty-mice-15.csv,7,150,0.04666666666666667
dirty-mice-20.csv,11,200,0.055
dirty-mice-25.csv,15,250,0.06
dirty-mice-30.csv,19,300,0.06333333333333334
dirty-mice-35.csv,24,350,0.06857142857142857
dirty-mice-40.csv,23,400,0.0575
dirty-mice-45.csv,20,450,0.044444444444444446
dirty-mice-50.csv,32,500,0.064
dirty-mice-55.csv,36,550,0.06545454545454546
dirty-mice-60.csv,35,600,0.058333333333333334
dirty-mice-65.csv,32,650,0.04923076923076923
dirty-mice-70.csv,40,700,0.05714285714285714
dirty-mice-75.csv,49,750,0.06533333333333333
dirty-mice-80.csv,57,800,0.07125
dirty-mice-85.csv,39,850,0.04588235294117647
dirty-mice-90.csv,50,900,0.05555555555555555
dirty-mice-95.csv,45,950,0.04736842105263158
dirty-iim-5.csv,50,50,1.0
dirty-iim-10.csv,99,100,0.99
dirty-iim-15.csv,150,150,1.0
dirty-iim-20.csv,198,200,0.99
dirty-iim-25.csv,248,250,0.992
dirty-iim-30.csv,300,300,1.0
dirty-iim-35.csv,349,350,0.9971428571428571
dirty-iim-40.csv,397,400,0.9925
dirty-iim-45.csv,447,450,0.9933333333333333
dirty-iim-50.csv,497,500,0.994
dirty-iim-55.csv,548,550,0.9963636363636363
dirty-iim-60.csv,591,600,0.985
dirty-iim-65.csv,633,650,0.9738461538461538
dirty-iim-70.csv,634,700,0.9057142857142857
dirty-iim-75.csv,685,750,0.9133333333333333
dirty-iim-80.csv,559,800,0.69875
dirty-iim-85.csv,552,850,0.6494117647058824
dirty-iim-90.csv,448,900,0.49777777777777776
dirty-iim-95.csv,274,950,0.28842105263157897
dirty-si-5.csv,9,50,0.18
dirty-si-10.csv,5,100,0.05
dirty-si-15.csv,27,150,0.18
dirty-si-20.csv,11,200,0.055
dirty-si-25.csv,21,250,0.084
dirty-si-30.csv,44,300,0.14666666666666667
dirty-si-35.csv,27,350,0.07714285714285714
dirty-si-40.csv,32,400,0.08
dirty-si-45.csv,26,450,0.057777777777777775
dirty-si-50.csv,30,500,0.06
dirty-si-55.csv,45,550,0.08181818181818182
dirty-si-60.csv,46,600,0.07666666666666666
dirty-si-65.csv,89,650,0.13692307692307693
dirty-si-70.csv,57,700,0.08142857142857143
dirty-si-75.csv,59,750,0.07866666666666666
dirty-si-80.csv,72,800,0.09
dirty-si-85.csv,57,850,0.06705882352941177
dirty-si-90.csv,37,900,0.04111111111111111
dirty-si-95.csv,23,950,0.024210526315789474
dirty-missfi-5.csv,50,50,1.0
dirty-missfi-10.csv,99,100,0.99
dirty-missfi-15.csv,150,150,1.0
