Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,135554.59257654293,0.7000047220552836,0.9605593771205375
0.72,128317.80529675494,0.7200073741911468,0.9644415567575187
0.74,121237.02061701029,0.7400094273822977,0.9680763123984664
0.76,114279.73799563326,0.7600099434160572,0.9714838643211623
0.78,107413.45689094819,0.7800046480899823,0.9746820113395467
0.8,100597.00995016584,0.8000077490080995,0.9776896742587028
0.82,93793.56322605377,0.8200089741922215,0.9805203740643783
0.84,86957.615960266,0.8400044019502463,0.983187451536779
0.86,80028.50047500792,0.8600045129584837,0.985704912385372
0.88,72932.5488758146,0.8800093173672797,0.9880841951804581
0.9,65572.25953765896,0.900008495915403,0.9903347048876872
0.92,57795.96326605444,0.9200054072923057,0.9924667426162994
0.94,49352.32253870898,0.9400053746471606,0.9944901209392121
0.96,39758.16263604393,0.9600077628883793,0.9964136589084917
0.98,27763.29605493425,0.980009927872652,0.9982463050076078
